trial,deck,gain,loss,net,trial_type,agentN,data_set,population,information_level,deckN
36,B,100,0.0,100.0,wetzels-control-low,Agent_1,wetzels,control,low,2
37,B,100,-1250.0,-1150.0,wetzels-control-low,Agent_1,wetzels,control,low,2
38,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
39,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
40,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
41,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
42,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
43,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
44,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
45,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
46,D,50,-250.0,-200.0,wetzels-control-low,Agent_1,wetzels,control,low,4
47,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
48,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
49,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
50,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
51,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
52,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
53,D,50,-250.0,-200.0,wetzels-control-low,Agent_1,wetzels,control,low,4
54,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
55,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
56,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
57,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
58,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
59,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
60,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
61,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
62,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
63,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
64,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
65,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
66,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
67,D,50,-250.0,-200.0,wetzels-control-low,Agent_1,wetzels,control,low,4
68,B,100,0.0,100.0,wetzels-control-low,Agent_1,wetzels,control,low,2
69,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
70,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
71,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
72,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
73,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
74,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
75,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
76,D,50,-250.0,-200.0,wetzels-control-low,Agent_1,wetzels,control,low,4
77,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
78,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
79,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
80,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
81,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
82,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
83,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
84,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
85,D,50,-250.0,-200.0,wetzels-control-low,Agent_1,wetzels,control,low,4
86,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
87,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
88,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
89,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
90,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
91,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
92,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
93,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
94,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
95,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
96,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
97,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
98,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
99,D,50,-250.0,-200.0,wetzels-control-low,Agent_1,wetzels,control,low,4
100,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
101,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
102,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
103,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
104,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
105,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
106,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
107,D,50,-250.0,-200.0,wetzels-control-low,Agent_1,wetzels,control,low,4
108,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
109,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
110,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
111,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
112,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
113,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
114,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
115,D,50,-250.0,-200.0,wetzels-control-low,Agent_1,wetzels,control,low,4
116,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
117,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
118,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
119,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
120,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
121,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
122,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
123,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
124,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
125,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
126,D,50,-250.0,-200.0,wetzels-control-low,Agent_1,wetzels,control,low,4
127,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
128,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
129,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
130,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
131,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
132,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
133,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
134,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
135,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
136,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
137,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
138,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
139,D,50,-250.0,-200.0,wetzels-control-low,Agent_1,wetzels,control,low,4
140,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
141,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
142,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
143,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
144,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
145,D,50,-250.0,-200.0,wetzels-control-low,Agent_1,wetzels,control,low,4
146,B,100,0.0,100.0,wetzels-control-low,Agent_1,wetzels,control,low,2
147,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
148,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
149,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
150,D,50,0.0,50.0,wetzels-control-low,Agent_1,wetzels,control,low,4
1,A,100,-250.0,-150.0,wetzels-control-low,Agent_2,wetzels,control,low,1
2,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
3,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
4,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
5,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
6,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
7,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
8,B,100,-1250.0,-1150.0,wetzels-control-low,Agent_2,wetzels,control,low,2
9,C,50,-50.0,0.0,wetzels-control-low,Agent_2,wetzels,control,low,3
10,D,50,-250.0,-200.0,wetzels-control-low,Agent_2,wetzels,control,low,4
11,A,100,-250.0,-150.0,wetzels-control-low,Agent_2,wetzels,control,low,1
12,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
13,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
14,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
15,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
16,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
17,C,50,0.0,50.0,wetzels-control-low,Agent_2,wetzels,control,low,3
18,B,100,-1250.0,-1150.0,wetzels-control-low,Agent_2,wetzels,control,low,2
19,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
20,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
21,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
22,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
23,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
24,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
25,B,100,-1250.0,-1150.0,wetzels-control-low,Agent_2,wetzels,control,low,2
26,D,50,-250.0,-200.0,wetzels-control-low,Agent_2,wetzels,control,low,4
27,C,50,-50.0,0.0,wetzels-control-low,Agent_2,wetzels,control,low,3
28,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
29,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
30,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
31,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
32,A,100,-250.0,-150.0,wetzels-control-low,Agent_2,wetzels,control,low,1
33,B,100,-1250.0,-1150.0,wetzels-control-low,Agent_2,wetzels,control,low,2
34,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
35,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
36,D,50,0.0,50.0,wetzels-control-low,Agent_2,wetzels,control,low,4
37,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
38,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
39,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
40,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
41,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
42,B,100,-1250.0,-1150.0,wetzels-control-low,Agent_2,wetzels,control,low,2
43,C,50,-50.0,0.0,wetzels-control-low,Agent_2,wetzels,control,low,3
44,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
45,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
46,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
47,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
48,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
49,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
50,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
51,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
52,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
53,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
54,B,100,-1250.0,-1150.0,wetzels-control-low,Agent_2,wetzels,control,low,2
55,D,50,-250.0,-200.0,wetzels-control-low,Agent_2,wetzels,control,low,4
56,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
57,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
58,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
59,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
60,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
61,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
62,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
63,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
64,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
65,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
66,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
67,B,100,-1250.0,-1150.0,wetzels-control-low,Agent_2,wetzels,control,low,2
68,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
69,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
70,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
71,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
72,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
73,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
74,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
75,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
76,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
77,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
78,B,100,-1250.0,-1150.0,wetzels-control-low,Agent_2,wetzels,control,low,2
79,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
80,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
81,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
82,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
83,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
84,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
85,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
86,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
87,B,100,-1250.0,-1150.0,wetzels-control-low,Agent_2,wetzels,control,low,2
88,D,50,0.0,50.0,wetzels-control-low,Agent_2,wetzels,control,low,4
89,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
90,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
91,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
92,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
93,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
94,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
95,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
96,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
97,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
98,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
99,B,100,-1250.0,-1150.0,wetzels-control-low,Agent_2,wetzels,control,low,2
100,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
101,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
102,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
103,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
104,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
105,B,100,-1250.0,-1150.0,wetzels-control-low,Agent_2,wetzels,control,low,2
106,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
107,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
108,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
109,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
110,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
111,D,50,0.0,50.0,wetzels-control-low,Agent_2,wetzels,control,low,4
112,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
113,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
114,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
115,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
116,B,100,-1250.0,-1150.0,wetzels-control-low,Agent_2,wetzels,control,low,2
117,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
118,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
119,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
120,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
121,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
122,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
123,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
124,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
125,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
126,B,100,-1250.0,-1150.0,wetzels-control-low,Agent_2,wetzels,control,low,2
127,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
128,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
129,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
130,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
131,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
132,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
133,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
134,B,100,-1250.0,-1150.0,wetzels-control-low,Agent_2,wetzels,control,low,2
135,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
136,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
137,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
138,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
139,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
140,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
141,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
142,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
143,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
144,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
145,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
146,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
147,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
148,B,100,-1250.0,-1150.0,wetzels-control-low,Agent_2,wetzels,control,low,2
149,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
150,B,100,0.0,100.0,wetzels-control-low,Agent_2,wetzels,control,low,2
1,A,100,0.0,100.0,wetzels-control-low,Agent_3,wetzels,control,low,1
2,A,100,0.0,100.0,wetzels-control-low,Agent_3,wetzels,control,low,1
3,A,100,-250.0,-150.0,wetzels-control-low,Agent_3,wetzels,control,low,1
4,B,100,0.0,100.0,wetzels-control-low,Agent_3,wetzels,control,low,2
5,B,100,0.0,100.0,wetzels-control-low,Agent_3,wetzels,control,low,2
6,B,100,-1250.0,-1150.0,wetzels-control-low,Agent_3,wetzels,control,low,2
7,D,50,0.0,50.0,wetzels-control-low,Agent_3,wetzels,control,low,4
8,D,50,0.0,50.0,wetzels-control-low,Agent_3,wetzels,control,low,4
9,C,50,-50.0,0.0,wetzels-control-low,Agent_3,wetzels,control,low,3
10,C,50,-50.0,0.0,wetzels-control-low,Agent_3,wetzels,control,low,3
11,A,100,-250.0,-150.0,wetzels-control-low,Agent_3,wetzels,control,low,1
12,D,50,0.0,50.0,wetzels-control-low,Agent_3,wetzels,control,low,4
13,D,50,0.0,50.0,wetzels-control-low,Agent_3,wetzels,control,low,4
14,D,50,0.0,50.0,wetzels-control-low,Agent_3,wetzels,control,low,4
15,D,50,0.0,50.0,wetzels-control-low,Agent_3,wetzels,control,low,4
16,A,100,-250.0,-150.0,wetzels-control-low,Agent_3,wetzels,control,low,1
17,D,50,-250.0,-200.0,wetzels-control-low,Agent_3,wetzels,control,low,4
18,C,50,-50.0,0.0,wetzels-control-low,Agent_3,wetzels,control,low,3
19,D,50,0.0,50.0,wetzels-control-low,Agent_3,wetzels,control,low,4
20,D,50,0.0,50.0,wetzels-control-low,Agent_3,wetzels,control,low,4
21,D,50,0.0,50.0,wetzels-control-low,Agent_3,wetzels,control,low,4
22,D,50,0.0,50.0,wetzels-control-low,Agent_3,wetzels,control,low,4
23,D,50,0.0,50.0,wetzels-control-low,Agent_3,wetzels,control,low,4
24,D,50,0.0,50.0,wetzels-control-low,Agent_3,wetzels,control,low,4
25,D,50,0.0,50.0,wetzels-control-low,Agent_3,wetzels,control,low,4
26,D,50,0.0,50.0,wetzels-control-low,Agent_3,wetzels,control,low,4
27,D,50,-250.0,-200.0,wetzels-control-low,Agent_3,wetzels,control,low,4
28,A,100,-250.0,-150.0,wetzels-control-low,Agent_3,wetzels,control,low,1
29,D,50,0.0,50.0,wetzels-control-low,Agent_3,wetzels,control,low,4
30,D,50,0.0,50.0,wetzels-control-low,Agent_3,wetzels,control,low,4
31,D,50,0.0,50.0,wetzels-control-low,Agent_3,wetzels,control,low,4
32,D,50,0.0,50.0,wetzels-control-low,Agent_3,wetzels,control,low,4
33,D,50,0.0,50.0,wetzels-control-low,Agent_3,wetzels,control,low,4
34,D,50,0.0,50.0,wetzels-control-low,Agent_3,wetzels,control,low,4
35,D,50,-250.0,-200.0,wetzels-control-low,Agent_3,wetzels,control,low,4
36,C,50,0.0,50.0,wetzels-control-low,Agent_3,wetzels,control,low,3
37,D,50,0.0,50.0,wetzels-control-low,Agent_3,wetzels,control,low,4
38,D,50,0.0,50.0,wetzels-control-low,Agent_3,wetzels,control,low,4
39,D,50,0.0,50.0,wetzels-control-low,Agent_3,wetzels,control,low,4
40,D,50,0.0,50.0,wetzels-control-low,Agent_3,wetzels,control,low,4
41,D,50,-250.0,-200.0,wetzels-control-low,Agent_3,wetzels,control,low,4
42,A,100,0.0,100.0,wetzels-control-low,Agent_3,wetzels,control,low,1
43,A,100,0.0,100.0,wetzels-control-low,Agent_3,wetzels,control,low,1
44,A,100,-250.0,-150.0,wetzels-control-low,Agent_3,wetzels,control,low,1
