trial,deck,gain,loss,net,trial_type,agentN,date
72,C,50,-25.0,25.0,ahn-control-high,Agent_3,2025-01-06 22:43:50
73,C,50,0.0,50.0,ahn-control-high,Agent_3,2025-01-06 22:43:50
74,C,50,-25.0,25.0,ahn-control-high,Agent_3,2025-01-06 22:43:52
75,C,50,-25.0,25.0,ahn-control-high,Agent_3,2025-01-06 22:43:52
76,C,50,0.0,50.0,ahn-control-high,Agent_3,2025-01-06 22:43:53
77,C,50,0.0,50.0,ahn-control-high,Agent_3,2025-01-06 22:43:53
78,C,50,0.0,50.0,ahn-control-high,Agent_3,2025-01-06 22:43:54
79,C,50,0.0,50.0,ahn-control-high,Agent_3,2025-01-06 22:43:54
80,C,50,-25.0,25.0,ahn-control-high,Agent_3,2025-01-06 22:43:55
81,C,50,-25.0,25.0,ahn-control-high,Agent_3,2025-01-06 22:43:55
82,C,50,-25.0,25.0,ahn-control-high,Agent_3,2025-01-06 22:43:56
83,C,50,0.0,50.0,ahn-control-high,Agent_3,2025-01-06 22:43:56
84,C,50,0.0,50.0,ahn-control-high,Agent_3,2025-01-06 22:43:57
85,C,50,0.0,50.0,ahn-control-high,Agent_3,2025-01-06 22:43:58
86,C,50,-25.0,25.0,ahn-control-high,Agent_3,2025-01-06 22:43:58
87,C,50,-25.0,25.0,ahn-control-high,Agent_3,2025-01-06 22:43:59
88,C,50,0.0,50.0,ahn-control-high,Agent_3,2025-01-06 22:44:00
89,C,50,-25.0,25.0,ahn-control-high,Agent_3,2025-01-06 22:44:00
90,C,50,0.0,50.0,ahn-control-high,Agent_3,2025-01-06 22:44:01
91,C,50,-25.0,25.0,ahn-control-high,Agent_3,2025-01-06 22:44:02
92,C,50,0.0,50.0,ahn-control-high,Agent_3,2025-01-06 22:44:02
93,C,50,-25.0,25.0,ahn-control-high,Agent_3,2025-01-06 22:44:03
94,C,50,0.0,50.0,ahn-control-high,Agent_3,2025-01-06 22:44:03
95,C,50,0.0,50.0,ahn-control-high,Agent_3,2025-01-06 22:44:04
96,C,50,0.0,50.0,ahn-control-high,Agent_3,2025-01-06 22:44:05
97,C,50,-25.0,25.0,ahn-control-high,Agent_3,2025-01-06 22:44:05
98,C,50,-25.0,25.0,ahn-control-high,Agent_3,2025-01-06 22:44:06
99,C,50,0.0,50.0,ahn-control-high,Agent_3,2025-01-06 22:44:06
100,C,50,-25.0,25.0,ahn-control-high,Agent_3,2025-01-06 22:44:07
1,A,100,-250.0,-150.0,ahn-control-high,Agent_4,2025-01-06 22:44:07
2,B,100,0.0,100.0,ahn-control-high,Agent_4,2025-01-06 22:44:07
3,B,100,0.0,100.0,ahn-control-high,Agent_4,2025-01-06 22:44:08
4,B,100,-1250.0,-1150.0,ahn-control-high,Agent_4,2025-01-06 22:44:08
5,C,50,-50.0,0.0,ahn-control-high,Agent_4,2025-01-06 22:44:09
6,C,50,-50.0,0.0,ahn-control-high,Agent_4,2025-01-06 22:44:09
7,D,50,0.0,50.0,ahn-control-high,Agent_4,2025-01-06 22:44:10
8,D,50,-250.0,-200.0,ahn-control-high,Agent_4,2025-01-06 22:44:11
9,A,100,0.0,100.0,ahn-control-high,Agent_4,2025-01-06 22:44:12
10,B,100,0.0,100.0,ahn-control-high,Agent_4,2025-01-06 22:44:13
11,B,100,0.0,100.0,ahn-control-high,Agent_4,2025-01-06 22:44:14
12,B,100,0.0,100.0,ahn-control-high,Agent_4,2025-01-06 22:44:14
13,B,100,0.0,100.0,ahn-control-high,Agent_4,2025-01-06 22:44:15
14,B,100,0.0,100.0,ahn-control-high,Agent_4,2025-01-06 22:44:17
15,B,100,0.0,100.0,ahn-control-high,Agent_4,2025-01-06 22:44:18
16,B,100,0.0,100.0,ahn-control-high,Agent_4,2025-01-06 22:44:18
17,B,100,-1400.0,-1300.0,ahn-control-high,Agent_4,2025-01-06 22:44:19
18,D,50,0.0,50.0,ahn-control-high,Agent_4,2025-01-06 22:44:19
19,D,50,0.0,50.0,ahn-control-high,Agent_4,2025-01-06 22:44:20
20,D,50,0.0,50.0,ahn-control-high,Agent_4,2025-01-06 22:44:27
21,D,50,-200.0,-150.0,ahn-control-high,Agent_4,2025-01-06 22:44:27
22,B,100,0.0,100.0,ahn-control-high,Agent_4,2025-01-06 22:44:28
23,B,100,0.0,100.0,ahn-control-high,Agent_4,2025-01-06 22:44:29
24,B,100,0.0,100.0,ahn-control-high,Agent_4,2025-01-06 22:44:29
25,B,100,0.0,100.0,ahn-control-high,Agent_4,2025-01-06 22:44:30
26,B,100,0.0,100.0,ahn-control-high,Agent_4,2025-01-06 22:44:30
27,B,100,0.0,100.0,ahn-control-high,Agent_4,2025-01-06 22:44:31
28,B,100,-1550.0,-1450.0,ahn-control-high,Agent_4,2025-01-06 22:44:32
29,D,50,0.0,50.0,ahn-control-high,Agent_4,2025-01-06 22:44:32
30,D,50,0.0,50.0,ahn-control-high,Agent_4,2025-01-06 22:44:33
31,D,50,0.0,50.0,ahn-control-high,Agent_4,2025-01-06 22:44:33
32,D,50,0.0,50.0,ahn-control-high,Agent_4,2025-01-06 22:44:34
33,D,50,0.0,50.0,ahn-control-high,Agent_4,2025-01-06 22:44:34
34,D,50,0.0,50.0,ahn-control-high,Agent_4,2025-01-06 22:44:37
35,D,50,0.0,50.0,ahn-control-high,Agent_4,2025-01-06 22:44:37
36,D,50,0.0,50.0,ahn-control-high,Agent_4,2025-01-06 22:44:38
