trial,deck,gain,loss,net,trial_type,date,data_set,population,information_level,deckN,subjID
37,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:21,ahn,addict,low,3,1
38,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:22,ahn,addict,low,3,1
39,C,50,-35.0,15.0,ahn-addict-low,2024-12-21 13:39:23,ahn,addict,low,3,1
40,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:23,ahn,addict,low,3,1
41,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:24,ahn,addict,low,3,1
42,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:25,ahn,addict,low,3,1
43,C,50,-30.0,20.0,ahn-addict-low,2024-12-21 13:39:25,ahn,addict,low,3,1
44,C,50,-30.0,20.0,ahn-addict-low,2024-12-21 13:39:26,ahn,addict,low,3,1
45,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:27,ahn,addict,low,3,1
46,C,50,-30.0,20.0,ahn-addict-low,2024-12-21 13:39:28,ahn,addict,low,3,1
47,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:28,ahn,addict,low,3,1
48,C,50,-30.0,20.0,ahn-addict-low,2024-12-21 13:39:29,ahn,addict,low,3,1
49,C,50,-30.0,20.0,ahn-addict-low,2024-12-21 13:39:30,ahn,addict,low,3,1
50,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:30,ahn,addict,low,3,1
51,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:31,ahn,addict,low,3,1
52,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:31,ahn,addict,low,3,1
53,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:32,ahn,addict,low,3,1
54,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:39:33,ahn,addict,low,3,1
55,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:35,ahn,addict,low,3,1
56,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:39:36,ahn,addict,low,3,1
57,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:36,ahn,addict,low,3,1
58,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:39:37,ahn,addict,low,3,1
59,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:39:38,ahn,addict,low,3,1
60,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:39:39,ahn,addict,low,3,1
61,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:39,ahn,addict,low,3,1
62,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:39:40,ahn,addict,low,3,1
63,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:41,ahn,addict,low,3,1
64,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:39:41,ahn,addict,low,3,1
65,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:42,ahn,addict,low,3,1
66,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:39:44,ahn,addict,low,3,1
67,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:39:45,ahn,addict,low,3,1
68,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:46,ahn,addict,low,3,1
69,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:47,ahn,addict,low,3,1
70,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:39:47,ahn,addict,low,3,1
71,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:39:48,ahn,addict,low,3,1
72,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:39:49,ahn,addict,low,3,1
73,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:49,ahn,addict,low,3,1
74,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:39:50,ahn,addict,low,3,1
75,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:51,ahn,addict,low,3,1
76,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:52,ahn,addict,low,3,1
77,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:39:52,ahn,addict,low,3,1
78,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:39:53,ahn,addict,low,3,1
79,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:53,ahn,addict,low,3,1
80,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:54,ahn,addict,low,3,1
81,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:39:54,ahn,addict,low,3,1
82,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:55,ahn,addict,low,3,1
83,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:39:56,ahn,addict,low,3,1
84,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:39:56,ahn,addict,low,3,1
85,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:57,ahn,addict,low,3,1
86,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:58,ahn,addict,low,3,1
87,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:39:58,ahn,addict,low,3,1
88,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:39:59,ahn,addict,low,3,1
89,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:40:00,ahn,addict,low,3,1
90,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:40:00,ahn,addict,low,3,1
91,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:40:00,ahn,addict,low,3,1
92,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:40:01,ahn,addict,low,3,1
93,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:40:02,ahn,addict,low,3,1
94,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:40:02,ahn,addict,low,3,1
95,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:40:03,ahn,addict,low,3,1
96,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:40:04,ahn,addict,low,3,1
97,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:40:04,ahn,addict,low,3,1
98,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:40:05,ahn,addict,low,3,1
99,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:40:07,ahn,addict,low,3,1
100,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:40:07,ahn,addict,low,3,1
1,A,100,0.0,100.0,ahn-addict-low,2024-12-21 13:40:08,ahn,addict,low,1,2
2,A,100,0.0,100.0,ahn-addict-low,2024-12-21 13:40:08,ahn,addict,low,1,2
3,A,100,0.0,100.0,ahn-addict-low,2024-12-21 13:40:08,ahn,addict,low,1,2
4,A,100,-250.0,-150.0,ahn-addict-low,2024-12-21 13:40:09,ahn,addict,low,1,2
5,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:40:10,ahn,addict,low,2,2
6,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:40:10,ahn,addict,low,4,2
7,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:40:11,ahn,addict,low,4,2
8,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:40:12,ahn,addict,low,4,2
9,C,50,-50.0,0.0,ahn-addict-low,2024-12-21 13:40:12,ahn,addict,low,3,2
10,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:40:13,ahn,addict,low,3,2
11,A,100,-280.0,-180.0,ahn-addict-low,2024-12-21 13:40:14,ahn,addict,low,1,2
12,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:40:15,ahn,addict,low,2,2
13,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:40:16,ahn,addict,low,2,2
14,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:40:17,ahn,addict,low,4,2
15,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:40:17,ahn,addict,low,4,2
16,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:40:18,ahn,addict,low,4,2
17,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:40:18,ahn,addict,low,2,2
18,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:40:19,ahn,addict,low,2,2
19,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:40:19,ahn,addict,low,2,2
20,A,100,0.0,100.0,ahn-addict-low,2024-12-21 13:40:20,ahn,addict,low,1,2
21,A,100,-310.0,-210.0,ahn-addict-low,2024-12-21 13:40:20,ahn,addict,low,1,2
22,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:40:21,ahn,addict,low,4,2
23,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:40:22,ahn,addict,low,4,2
24,C,50,-40.0,10.0,ahn-addict-low,2024-12-21 13:40:24,ahn,addict,low,3,2
25,C,50,-40.0,10.0,ahn-addict-low,2024-12-21 13:40:25,ahn,addict,low,3,2
26,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:40:25,ahn,addict,low,2,2
27,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:40:26,ahn,addict,low,2,2
28,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:40:27,ahn,addict,low,2,2
29,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:40:28,ahn,addict,low,4,2
30,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:40:33,ahn,addict,low,4,2
31,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:40:34,ahn,addict,low,4,2
32,A,100,0.0,100.0,ahn-addict-low,2024-12-21 13:40:34,ahn,addict,low,1,2
33,A,100,0.0,100.0,ahn-addict-low,2024-12-21 13:40:35,ahn,addict,low,1,2
34,A,100,-340.0,-240.0,ahn-addict-low,2024-12-21 13:40:35,ahn,addict,low,1,2
35,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:40:40,ahn,addict,low,2,2
36,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:40:41,ahn,addict,low,2,2
37,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:40:42,ahn,addict,low,2,2
38,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:40:46,ahn,addict,low,4,2
39,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:40:47,ahn,addict,low,4,2
40,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:40:48,ahn,addict,low,3,2
41,C,50,-30.0,20.0,ahn-addict-low,2024-12-21 13:40:48,ahn,addict,low,3,2
42,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:40:49,ahn,addict,low,3,2
43,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:40:50,ahn,addict,low,2,2
44,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:40:51,ahn,addict,low,2,2
45,B,100,-1850.0,-1750.0,ahn-addict-low,2024-12-21 13:40:52,ahn,addict,low,2,2
46,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:40:56,ahn,addict,low,4,2
47,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:40:57,ahn,addict,low,4,2
48,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:41:00,ahn,addict,low,4,2
49,A,100,-370.0,-270.0,ahn-addict-low,2024-12-21 13:41:02,ahn,addict,low,1,2
50,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:41:03,ahn,addict,low,3,2
51,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:41:05,ahn,addict,low,3,2
52,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:41:06,ahn,addict,low,3,2
53,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:41:06,ahn,addict,low,2,2
54,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:41:07,ahn,addict,low,2,2
55,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:41:07,ahn,addict,low,2,2
56,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:41:08,ahn,addict,low,4,2
57,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:41:09,ahn,addict,low,4,2
58,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:41:09,ahn,addict,low,4,2
59,A,100,-400.0,-300.0,ahn-addict-low,2024-12-21 13:41:11,ahn,addict,low,1,2
60,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:41:13,ahn,addict,low,3,2
61,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:41:13,ahn,addict,low,3,2
62,D,50,-125.0,-75.0,ahn-addict-low,2024-12-21 13:41:14,ahn,addict,low,4,2
63,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:41:19,ahn,addict,low,2,2
64,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:41:20,ahn,addict,low,2,2
65,A,100,-400.0,-300.0,ahn-addict-low,2024-12-21 13:41:21,ahn,addict,low,1,2
66,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:41:23,ahn,addict,low,4,2
67,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:41:23,ahn,addict,low,4,2
68,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:41:26,ahn,addict,low,4,2
69,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:41:27,ahn,addict,low,3,2
70,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:41:27,ahn,addict,low,3,2
71,B,100,-2000.0,-1900.0,ahn-addict-low,2024-12-21 13:41:28,ahn,addict,low,2,2
72,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:41:29,ahn,addict,low,4,2
73,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:41:29,ahn,addict,low,4,2
74,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:41:30,ahn,addict,low,4,2
75,A,100,-400.0,-300.0,ahn-addict-low,2024-12-21 13:41:31,ahn,addict,low,1,2
76,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:41:31,ahn,addict,low,2,2
77,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:41:32,ahn,addict,low,2,2
78,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:41:33,ahn,addict,low,2,2
79,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:41:33,ahn,addict,low,4,2
80,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:41:34,ahn,addict,low,4,2
81,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:41:35,ahn,addict,low,3,2
82,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:41:35,ahn,addict,low,3,2
83,B,100,-2000.0,-1900.0,ahn-addict-low,2024-12-21 13:41:36,ahn,addict,low,2,2
84,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:41:37,ahn,addict,low,4,2
85,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:41:38,ahn,addict,low,4,2
86,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:41:39,ahn,addict,low,4,2
87,A,100,0.0,100.0,ahn-addict-low,2024-12-21 13:41:40,ahn,addict,low,1,2
88,A,100,-400.0,-300.0,ahn-addict-low,2024-12-21 13:41:41,ahn,addict,low,1,2
89,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:41:41,ahn,addict,low,3,2
90,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:41:42,ahn,addict,low,3,2
91,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:41:42,ahn,addict,low,2,2
92,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:41:43,ahn,addict,low,2,2
93,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:41:44,ahn,addict,low,2,2
94,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:41:45,ahn,addict,low,4,2
95,D,50,-125.0,-75.0,ahn-addict-low,2024-12-21 13:41:45,ahn,addict,low,4,2
96,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:41:46,ahn,addict,low,3,2
97,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:41:46,ahn,addict,low,3,2
98,A,100,0.0,100.0,ahn-addict-low,2024-12-21 13:41:47,ahn,addict,low,1,2
99,A,100,-400.0,-300.0,ahn-addict-low,2024-12-21 13:41:47,ahn,addict,low,1,2
100,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:41:48,ahn,addict,low,4,2
1,A,100,0.0,100.0,ahn-addict-low,2024-12-21 13:41:48,ahn,addict,low,1,3
2,A,100,0.0,100.0,ahn-addict-low,2024-12-21 13:41:48,ahn,addict,low,1,3
3,A,100,0.0,100.0,ahn-addict-low,2024-12-21 13:41:48,ahn,addict,low,1,3
4,A,100,0.0,100.0,ahn-addict-low,2024-12-21 13:41:49,ahn,addict,low,1,3
5,A,100,-250.0,-150.0,ahn-addict-low,2024-12-21 13:41:50,ahn,addict,low,1,3
6,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:41:50,ahn,addict,low,2,3
7,D,50,-250.0,-200.0,ahn-addict-low,2024-12-21 13:41:51,ahn,addict,low,4,3
8,C,50,-50.0,0.0,ahn-addict-low,2024-12-21 13:41:51,ahn,addict,low,3,3
9,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:41:52,ahn,addict,low,2,3
10,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:41:52,ahn,addict,low,2,3
11,A,100,-280.0,-180.0,ahn-addict-low,2024-12-21 13:41:53,ahn,addict,low,1,3
12,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:41:54,ahn,addict,low,4,3
13,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:41:54,ahn,addict,low,3,3
14,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:41:55,ahn,addict,low,4,3
15,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:41:55,ahn,addict,low,2,3
16,A,100,-280.0,-180.0,ahn-addict-low,2024-12-21 13:41:56,ahn,addict,low,1,3
17,C,50,-45.0,5.0,ahn-addict-low,2024-12-21 13:41:57,ahn,addict,low,3,3
18,C,50,-45.0,5.0,ahn-addict-low,2024-12-21 13:41:58,ahn,addict,low,3,3
19,C,50,-45.0,5.0,ahn-addict-low,2024-12-21 13:42:02,ahn,addict,low,3,3
20,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:42:04,ahn,addict,low,2,3
21,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:42:04,ahn,addict,low,2,3
22,A,100,-310.0,-210.0,ahn-addict-low,2024-12-21 13:42:05,ahn,addict,low,1,3
23,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:42:06,ahn,addict,low,4,3
24,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:42:06,ahn,addict,low,4,3
25,D,50,-200.0,-150.0,ahn-addict-low,2024-12-21 13:42:07,ahn,addict,low,4,3
26,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:42:08,ahn,addict,low,3,3
27,C,50,-40.0,10.0,ahn-addict-low,2024-12-21 13:42:09,ahn,addict,low,3,3
28,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:42:09,ahn,addict,low,2,3
29,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:42:10,ahn,addict,low,2,3
30,A,100,0.0,100.0,ahn-addict-low,2024-12-21 13:42:10,ahn,addict,low,1,3
31,A,100,0.0,100.0,ahn-addict-low,2024-12-21 13:42:11,ahn,addict,low,1,3
32,A,100,-340.0,-240.0,ahn-addict-low,2024-12-21 13:42:15,ahn,addict,low,1,3
33,D,50,-175.0,-125.0,ahn-addict-low,2024-12-21 13:42:15,ahn,addict,low,4,3
34,C,50,-35.0,15.0,ahn-addict-low,2024-12-21 13:42:19,ahn,addict,low,3,3
35,C,50,-35.0,15.0,ahn-addict-low,2024-12-21 13:42:27,ahn,addict,low,3,3
36,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:42:27,ahn,addict,low,2,3
37,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:42:31,ahn,addict,low,2,3
38,A,100,0.0,100.0,ahn-addict-low,2024-12-21 13:42:32,ahn,addict,low,1,3
39,A,100,-340.0,-240.0,ahn-addict-low,2024-12-21 13:42:33,ahn,addict,low,1,3
40,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:42:34,ahn,addict,low,3,3
41,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:42:34,ahn,addict,low,4,3
42,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:42:35,ahn,addict,low,4,3
43,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:42:36,ahn,addict,low,4,3
44,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:42:36,ahn,addict,low,2,3
45,A,100,-370.0,-270.0,ahn-addict-low,2024-12-21 13:42:37,ahn,addict,low,1,3
46,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:42:38,ahn,addict,low,3,3
47,C,50,-30.0,20.0,ahn-addict-low,2024-12-21 13:42:38,ahn,addict,low,3,3
48,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:42:39,ahn,addict,low,2,3
49,B,100,-1850.0,-1750.0,ahn-addict-low,2024-12-21 13:42:40,ahn,addict,low,2,3
50,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:42:41,ahn,addict,low,4,3
51,D,50,-125.0,-75.0,ahn-addict-low,2024-12-21 13:42:44,ahn,addict,low,4,3
52,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:42:44,ahn,addict,low,3,3
53,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:42:45,ahn,addict,low,3,3
54,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:42:46,ahn,addict,low,3,3
55,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:42:46,ahn,addict,low,2,3
56,A,100,0.0,100.0,ahn-addict-low,2024-12-21 13:42:49,ahn,addict,low,1,3
57,A,100,-400.0,-300.0,ahn-addict-low,2024-12-21 13:42:51,ahn,addict,low,1,3
58,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:42:52,ahn,addict,low,4,3
59,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:42:53,ahn,addict,low,4,3
60,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:42:53,ahn,addict,low,3,3
61,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:42:54,ahn,addict,low,3,3
62,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:42:55,ahn,addict,low,2,3
63,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:42:55,ahn,addict,low,2,3
64,A,100,-400.0,-300.0,ahn-addict-low,2024-12-21 13:43:03,ahn,addict,low,1,3
65,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:43:04,ahn,addict,low,3,3
66,C,50,0.0,50.0,ahn-addict-low,2024-12-21 13:43:06,ahn,addict,low,3,3
67,D,50,-125.0,-75.0,ahn-addict-low,2024-12-21 13:43:07,ahn,addict,low,4,3
68,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:43:08,ahn,addict,low,2,3
69,A,100,-400.0,-300.0,ahn-addict-low,2024-12-21 13:43:09,ahn,addict,low,1,3
70,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:43:09,ahn,addict,low,4,3
71,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:43:14,ahn,addict,low,3,3
72,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:43:21,ahn,addict,low,3,3
73,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:43:25,ahn,addict,low,2,3
74,B,100,0.0,100.0,ahn-addict-low,2024-12-21 13:43:26,ahn,addict,low,2,3
75,A,100,0.0,100.0,ahn-addict-low,2024-12-21 13:43:33,ahn,addict,low,1,3
76,A,100,-400.0,-300.0,ahn-addict-low,2024-12-21 13:43:36,ahn,addict,low,1,3
77,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:43:37,ahn,addict,low,4,3
78,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:43:38,ahn,addict,low,4,3
79,D,50,0.0,50.0,ahn-addict-low,2024-12-21 13:43:48,ahn,addict,low,4,3
80,C,50,-25.0,25.0,ahn-addict-low,2024-12-21 13:43:49,ahn,addict,low,3,3
