trial,deck,gain,loss,net,trial_type,date,data_set,population,information_level,deckN,subjID
128,D,50,0.0,50.0,wetzels-control-low,2024-12-20 18:07:32,wetzels,control,low,4,1
129,D,50,0.0,50.0,wetzels-control-low,2024-12-20 18:07:32,wetzels,control,low,4,1
130,D,50,0.0,50.0,wetzels-control-low,2024-12-20 18:07:33,wetzels,control,low,4,1
131,D,50,0.0,50.0,wetzels-control-low,2024-12-20 18:07:34,wetzels,control,low,4,1
132,D,50,0.0,50.0,wetzels-control-low,2024-12-20 18:07:34,wetzels,control,low,4,1
133,D,50,0.0,50.0,wetzels-control-low,2024-12-20 18:07:35,wetzels,control,low,4,1
134,D,50,0.0,50.0,wetzels-control-low,2024-12-20 18:07:36,wetzels,control,low,4,1
135,D,50,0.0,50.0,wetzels-control-low,2024-12-20 18:07:37,wetzels,control,low,4,1
136,D,50,0.0,50.0,wetzels-control-low,2024-12-20 18:07:37,wetzels,control,low,4,1
137,D,50,0.0,50.0,wetzels-control-low,2024-12-20 18:07:38,wetzels,control,low,4,1
138,D,50,0.0,50.0,wetzels-control-low,2024-12-20 18:07:39,wetzels,control,low,4,1
139,D,50,-250.0,-200.0,wetzels-control-low,2024-12-20 18:07:40,wetzels,control,low,4,1
140,D,50,0.0,50.0,wetzels-control-low,2024-12-20 18:07:41,wetzels,control,low,4,1
141,D,50,0.0,50.0,wetzels-control-low,2024-12-20 18:07:41,wetzels,control,low,4,1
142,D,50,0.0,50.0,wetzels-control-low,2024-12-20 18:07:43,wetzels,control,low,4,1
143,D,50,0.0,50.0,wetzels-control-low,2024-12-20 18:07:44,wetzels,control,low,4,1
144,D,50,0.0,50.0,wetzels-control-low,2024-12-20 18:07:44,wetzels,control,low,4,1
145,D,50,-250.0,-200.0,wetzels-control-low,2024-12-20 18:07:45,wetzels,control,low,4,1
146,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:07:46,wetzels,control,low,2,1
147,D,50,0.0,50.0,wetzels-control-low,2024-12-20 18:07:47,wetzels,control,low,4,1
148,D,50,0.0,50.0,wetzels-control-low,2024-12-20 18:07:47,wetzels,control,low,4,1
149,D,50,0.0,50.0,wetzels-control-low,2024-12-20 18:07:48,wetzels,control,low,4,1
150,D,50,0.0,50.0,wetzels-control-low,2024-12-20 18:07:49,wetzels,control,low,4,1
1,A,100,-250.0,-150.0,wetzels-control-low,2024-12-20 18:07:49,wetzels,control,low,1,2
2,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:07:49,wetzels,control,low,2,2
3,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:07:49,wetzels,control,low,2,2
4,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:07:49,wetzels,control,low,2,2
5,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:07:50,wetzels,control,low,2,2
6,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:07:50,wetzels,control,low,2,2
7,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:07:50,wetzels,control,low,2,2
8,B,100,-1250.0,-1150.0,wetzels-control-low,2024-12-20 18:07:50,wetzels,control,low,2,2
9,C,50,-50.0,0.0,wetzels-control-low,2024-12-20 18:07:50,wetzels,control,low,3,2
10,D,50,-250.0,-200.0,wetzels-control-low,2024-12-20 18:07:51,wetzels,control,low,4,2
11,A,100,-250.0,-150.0,wetzels-control-low,2024-12-20 18:07:51,wetzels,control,low,1,2
12,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:07:53,wetzels,control,low,2,2
13,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:07:55,wetzels,control,low,2,2
14,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:07:56,wetzels,control,low,2,2
15,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:07:56,wetzels,control,low,2,2
16,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:07:57,wetzels,control,low,2,2
17,C,50,0.0,50.0,wetzels-control-low,2024-12-20 18:07:57,wetzels,control,low,3,2
18,B,100,-1250.0,-1150.0,wetzels-control-low,2024-12-20 18:07:58,wetzels,control,low,2,2
19,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:07:58,wetzels,control,low,2,2
20,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:07:59,wetzels,control,low,2,2
21,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:00,wetzels,control,low,2,2
22,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:00,wetzels,control,low,2,2
23,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:01,wetzels,control,low,2,2
24,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:05,wetzels,control,low,2,2
25,B,100,-1250.0,-1150.0,wetzels-control-low,2024-12-20 18:08:06,wetzels,control,low,2,2
26,D,50,-250.0,-200.0,wetzels-control-low,2024-12-20 18:08:06,wetzels,control,low,4,2
27,C,50,-50.0,0.0,wetzels-control-low,2024-12-20 18:08:07,wetzels,control,low,3,2
28,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:07,wetzels,control,low,2,2
29,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:08,wetzels,control,low,2,2
30,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:09,wetzels,control,low,2,2
31,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:10,wetzels,control,low,2,2
32,A,100,-250.0,-150.0,wetzels-control-low,2024-12-20 18:08:10,wetzels,control,low,1,2
33,B,100,-1250.0,-1150.0,wetzels-control-low,2024-12-20 18:08:11,wetzels,control,low,2,2
34,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:11,wetzels,control,low,2,2
35,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:12,wetzels,control,low,2,2
36,D,50,0.0,50.0,wetzels-control-low,2024-12-20 18:08:15,wetzels,control,low,4,2
37,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:15,wetzels,control,low,2,2
38,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:16,wetzels,control,low,2,2
39,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:18,wetzels,control,low,2,2
40,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:19,wetzels,control,low,2,2
41,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:20,wetzels,control,low,2,2
42,B,100,-1250.0,-1150.0,wetzels-control-low,2024-12-20 18:08:20,wetzels,control,low,2,2
43,C,50,-50.0,0.0,wetzels-control-low,2024-12-20 18:08:22,wetzels,control,low,3,2
44,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:22,wetzels,control,low,2,2
45,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:24,wetzels,control,low,2,2
46,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:24,wetzels,control,low,2,2
47,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:25,wetzels,control,low,2,2
48,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:26,wetzels,control,low,2,2
49,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:28,wetzels,control,low,2,2
50,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:30,wetzels,control,low,2,2
51,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:31,wetzels,control,low,2,2
52,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:31,wetzels,control,low,2,2
53,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:32,wetzels,control,low,2,2
54,B,100,-1250.0,-1150.0,wetzels-control-low,2024-12-20 18:08:32,wetzels,control,low,2,2
55,D,50,-250.0,-200.0,wetzels-control-low,2024-12-20 18:08:33,wetzels,control,low,4,2
56,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:35,wetzels,control,low,2,2
57,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:35,wetzels,control,low,2,2
58,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:40,wetzels,control,low,2,2
59,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:40,wetzels,control,low,2,2
60,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:41,wetzels,control,low,2,2
61,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:42,wetzels,control,low,2,2
62,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:42,wetzels,control,low,2,2
63,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:46,wetzels,control,low,2,2
64,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:46,wetzels,control,low,2,2
65,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:47,wetzels,control,low,2,2
66,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:49,wetzels,control,low,2,2
67,B,100,-1250.0,-1150.0,wetzels-control-low,2024-12-20 18:08:50,wetzels,control,low,2,2
68,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:50,wetzels,control,low,2,2
69,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:51,wetzels,control,low,2,2
70,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:51,wetzels,control,low,2,2
71,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:52,wetzels,control,low,2,2
72,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:52,wetzels,control,low,2,2
73,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:53,wetzels,control,low,2,2
74,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:53,wetzels,control,low,2,2
75,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:54,wetzels,control,low,2,2
76,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:57,wetzels,control,low,2,2
77,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:58,wetzels,control,low,2,2
78,B,100,-1250.0,-1150.0,wetzels-control-low,2024-12-20 18:08:58,wetzels,control,low,2,2
79,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:59,wetzels,control,low,2,2
80,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:08:59,wetzels,control,low,2,2
81,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:00,wetzels,control,low,2,2
82,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:02,wetzels,control,low,2,2
83,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:02,wetzels,control,low,2,2
84,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:03,wetzels,control,low,2,2
85,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:05,wetzels,control,low,2,2
86,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:07,wetzels,control,low,2,2
87,B,100,-1250.0,-1150.0,wetzels-control-low,2024-12-20 18:09:07,wetzels,control,low,2,2
88,D,50,0.0,50.0,wetzels-control-low,2024-12-20 18:09:08,wetzels,control,low,4,2
89,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:08,wetzels,control,low,2,2
90,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:10,wetzels,control,low,2,2
91,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:11,wetzels,control,low,2,2
92,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:12,wetzels,control,low,2,2
93,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:12,wetzels,control,low,2,2
94,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:13,wetzels,control,low,2,2
95,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:14,wetzels,control,low,2,2
96,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:15,wetzels,control,low,2,2
97,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:15,wetzels,control,low,2,2
98,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:20,wetzels,control,low,2,2
99,B,100,-1250.0,-1150.0,wetzels-control-low,2024-12-20 18:09:20,wetzels,control,low,2,2
100,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:21,wetzels,control,low,2,2
101,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:21,wetzels,control,low,2,2
102,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:24,wetzels,control,low,2,2
103,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:26,wetzels,control,low,2,2
104,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:28,wetzels,control,low,2,2
105,B,100,-1250.0,-1150.0,wetzels-control-low,2024-12-20 18:09:28,wetzels,control,low,2,2
106,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:29,wetzels,control,low,2,2
107,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:29,wetzels,control,low,2,2
108,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:30,wetzels,control,low,2,2
109,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:31,wetzels,control,low,2,2
110,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:33,wetzels,control,low,2,2
111,D,50,0.0,50.0,wetzels-control-low,2024-12-20 18:09:33,wetzels,control,low,4,2
112,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:34,wetzels,control,low,2,2
113,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:35,wetzels,control,low,2,2
114,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:36,wetzels,control,low,2,2
115,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:37,wetzels,control,low,2,2
116,B,100,-1250.0,-1150.0,wetzels-control-low,2024-12-20 18:09:38,wetzels,control,low,2,2
117,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:38,wetzels,control,low,2,2
118,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:39,wetzels,control,low,2,2
119,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:40,wetzels,control,low,2,2
120,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:41,wetzels,control,low,2,2
121,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:41,wetzels,control,low,2,2
122,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:42,wetzels,control,low,2,2
123,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:42,wetzels,control,low,2,2
124,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:45,wetzels,control,low,2,2
125,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:45,wetzels,control,low,2,2
126,B,100,-1250.0,-1150.0,wetzels-control-low,2024-12-20 18:09:47,wetzels,control,low,2,2
127,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:47,wetzels,control,low,2,2
128,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:49,wetzels,control,low,2,2
129,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:49,wetzels,control,low,2,2
130,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:50,wetzels,control,low,2,2
131,B,100,0.0,100.0,wetzels-control-low,2024-12-20 18:09:50,wetzels,control,low,2,2
