trial,deck,gain,loss,net,trial_type,date,data_set,population,information_level,deckN,subjID
38,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:31:36,ahn,control,high,4,1
39,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:31:37,ahn,control,high,4,1
40,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:31:37,ahn,control,high,4,1
41,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:31:39,ahn,control,high,4,1
42,D,50,-150.0,-100.0,ahn-control-high,2024-12-20 13:31:39,ahn,control,high,4,1
43,C,50,-30.0,20.0,ahn-control-high,2024-12-20 13:31:40,ahn,control,high,3,1
44,C,50,-30.0,20.0,ahn-control-high,2024-12-20 13:31:40,ahn,control,high,3,1
45,C,50,-30.0,20.0,ahn-control-high,2024-12-20 13:31:41,ahn,control,high,3,1
46,C,50,0.0,50.0,ahn-control-high,2024-12-20 13:31:41,ahn,control,high,3,1
47,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:31:42,ahn,control,high,4,1
48,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:31:43,ahn,control,high,4,1
49,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:31:44,ahn,control,high,4,1
50,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:31:45,ahn,control,high,4,1
51,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:31:45,ahn,control,high,4,1
52,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:31:46,ahn,control,high,4,1
53,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:31:47,ahn,control,high,4,1
54,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:31:48,ahn,control,high,4,1
55,D,50,-125.0,-75.0,ahn-control-high,2024-12-20 13:31:49,ahn,control,high,4,1
56,C,50,0.0,50.0,ahn-control-high,2024-12-20 13:31:49,ahn,control,high,3,1
57,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:31:50,ahn,control,high,4,1
58,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:31:51,ahn,control,high,4,1
59,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:31:52,ahn,control,high,4,1
60,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:31:54,ahn,control,high,4,1
61,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:31:55,ahn,control,high,4,1
62,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:31:57,ahn,control,high,4,1
63,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:31:57,ahn,control,high,4,1
64,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:31:58,ahn,control,high,4,1
65,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:31:59,ahn,control,high,4,1
66,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:00,ahn,control,high,4,1
67,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:01,ahn,control,high,4,1
68,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:01,ahn,control,high,4,1
69,D,50,-125.0,-75.0,ahn-control-high,2024-12-20 13:32:02,ahn,control,high,4,1
70,C,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:02,ahn,control,high,3,1
71,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:03,ahn,control,high,4,1
72,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:04,ahn,control,high,4,1
73,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:06,ahn,control,high,4,1
74,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:07,ahn,control,high,4,1
75,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:08,ahn,control,high,4,1
76,D,50,-125.0,-75.0,ahn-control-high,2024-12-20 13:32:10,ahn,control,high,4,1
77,C,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:10,ahn,control,high,3,1
78,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:11,ahn,control,high,4,1
79,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:11,ahn,control,high,4,1
80,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:13,ahn,control,high,4,1
81,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:14,ahn,control,high,4,1
82,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:14,ahn,control,high,4,1
83,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:15,ahn,control,high,4,1
84,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:16,ahn,control,high,4,1
85,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:17,ahn,control,high,4,1
86,D,50,-125.0,-75.0,ahn-control-high,2024-12-20 13:32:17,ahn,control,high,4,1
87,C,50,-25.0,25.0,ahn-control-high,2024-12-20 13:32:18,ahn,control,high,3,1
88,C,50,-25.0,25.0,ahn-control-high,2024-12-20 13:32:20,ahn,control,high,3,1
89,C,50,-25.0,25.0,ahn-control-high,2024-12-20 13:32:21,ahn,control,high,3,1
90,C,50,-25.0,25.0,ahn-control-high,2024-12-20 13:32:23,ahn,control,high,3,1
91,C,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:24,ahn,control,high,3,1
92,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:26,ahn,control,high,4,1
93,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:27,ahn,control,high,4,1
94,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:28,ahn,control,high,4,1
95,D,50,-125.0,-75.0,ahn-control-high,2024-12-20 13:32:28,ahn,control,high,4,1
96,C,50,-25.0,25.0,ahn-control-high,2024-12-20 13:32:29,ahn,control,high,3,1
97,C,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:29,ahn,control,high,3,1
98,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:31,ahn,control,high,4,1
99,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:32,ahn,control,high,4,1
100,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:33,ahn,control,high,4,1
1,A,100,-250.0,-150.0,ahn-control-high,2024-12-20 13:32:33,ahn,control,high,1,2
2,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:32:34,ahn,control,high,2,2
3,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:32:34,ahn,control,high,2,2
4,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:32:35,ahn,control,high,2,2
5,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:32:37,ahn,control,high,2,2
6,C,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:37,ahn,control,high,3,2
7,B,100,-1250.0,-1150.0,ahn-control-high,2024-12-20 13:32:38,ahn,control,high,2,2
8,C,50,-50.0,0.0,ahn-control-high,2024-12-20 13:32:40,ahn,control,high,3,2
9,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:40,ahn,control,high,4,2
10,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:41,ahn,control,high,4,2
11,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:43,ahn,control,high,4,2
12,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:43,ahn,control,high,4,2
13,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:44,ahn,control,high,4,2
14,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:32:45,ahn,control,high,2,2
15,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:32:45,ahn,control,high,2,2
16,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:32:46,ahn,control,high,2,2
17,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:32:46,ahn,control,high,2,2
18,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:32:48,ahn,control,high,2,2
19,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:32:48,ahn,control,high,2,2
20,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:32:49,ahn,control,high,2,2
21,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:32:50,ahn,control,high,2,2
22,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:32:51,ahn,control,high,2,2
23,B,100,-1550.0,-1450.0,ahn-control-high,2024-12-20 13:32:51,ahn,control,high,2,2
24,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:52,ahn,control,high,4,2
25,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:53,ahn,control,high,4,2
26,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:54,ahn,control,high,4,2
27,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:54,ahn,control,high,4,2
28,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:55,ahn,control,high,4,2
29,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:32:55,ahn,control,high,4,2
30,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:32:56,ahn,control,high,2,2
31,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:32:58,ahn,control,high,2,2
32,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:32:59,ahn,control,high,2,2
33,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:00,ahn,control,high,2,2
34,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:00,ahn,control,high,2,2
35,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:01,ahn,control,high,2,2
36,B,100,-1700.0,-1600.0,ahn-control-high,2024-12-20 13:33:01,ahn,control,high,2,2
37,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:33:02,ahn,control,high,4,2
38,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:33:03,ahn,control,high,4,2
39,D,50,-175.0,-125.0,ahn-control-high,2024-12-20 13:33:04,ahn,control,high,4,2
40,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:08,ahn,control,high,2,2
41,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:09,ahn,control,high,2,2
42,B,100,-1850.0,-1750.0,ahn-control-high,2024-12-20 13:33:10,ahn,control,high,2,2
43,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:33:10,ahn,control,high,4,2
44,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:33:11,ahn,control,high,4,2
45,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:33:11,ahn,control,high,4,2
46,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:33:13,ahn,control,high,4,2
47,D,50,-150.0,-100.0,ahn-control-high,2024-12-20 13:33:14,ahn,control,high,4,2
48,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:15,ahn,control,high,2,2
49,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:15,ahn,control,high,2,2
50,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:16,ahn,control,high,2,2
51,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:17,ahn,control,high,2,2
52,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:18,ahn,control,high,2,2
53,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:18,ahn,control,high,2,2
54,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:19,ahn,control,high,2,2
55,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:19,ahn,control,high,2,2
56,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:21,ahn,control,high,2,2
57,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:21,ahn,control,high,2,2
58,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:23,ahn,control,high,2,2
59,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:24,ahn,control,high,2,2
60,B,100,-2000.0,-1900.0,ahn-control-high,2024-12-20 13:33:24,ahn,control,high,2,2
61,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:33:25,ahn,control,high,4,2
62,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:33:27,ahn,control,high,4,2
63,D,50,-125.0,-75.0,ahn-control-high,2024-12-20 13:33:28,ahn,control,high,4,2
64,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:29,ahn,control,high,2,2
65,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:31,ahn,control,high,2,2
66,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:32,ahn,control,high,2,2
67,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:34,ahn,control,high,2,2
68,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:35,ahn,control,high,2,2
69,B,100,-2000.0,-1900.0,ahn-control-high,2024-12-20 13:33:36,ahn,control,high,2,2
70,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:33:36,ahn,control,high,4,2
71,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:33:38,ahn,control,high,4,2
72,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:33:39,ahn,control,high,4,2
73,D,50,-125.0,-75.0,ahn-control-high,2024-12-20 13:33:39,ahn,control,high,4,2
74,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:40,ahn,control,high,2,2
75,B,100,-2000.0,-1900.0,ahn-control-high,2024-12-20 13:33:40,ahn,control,high,2,2
76,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:33:41,ahn,control,high,4,2
77,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:33:41,ahn,control,high,4,2
78,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:33:42,ahn,control,high,4,2
79,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:33:43,ahn,control,high,4,2
80,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:33:43,ahn,control,high,4,2
81,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:33:46,ahn,control,high,4,2
82,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:33:47,ahn,control,high,4,2
83,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:48,ahn,control,high,2,2
84,B,100,-2000.0,-1900.0,ahn-control-high,2024-12-20 13:33:48,ahn,control,high,2,2
85,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:33:49,ahn,control,high,4,2
86,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:33:49,ahn,control,high,4,2
87,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:33:50,ahn,control,high,4,2
88,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:33:50,ahn,control,high,4,2
89,D,50,-125.0,-75.0,ahn-control-high,2024-12-20 13:33:51,ahn,control,high,4,2
90,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:54,ahn,control,high,2,2
91,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:55,ahn,control,high,2,2
92,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:55,ahn,control,high,2,2
93,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:56,ahn,control,high,2,2
94,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:33:59,ahn,control,high,2,2
95,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:00,ahn,control,high,2,2
96,B,100,-2000.0,-1900.0,ahn-control-high,2024-12-20 13:34:00,ahn,control,high,2,2
97,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:34:01,ahn,control,high,4,2
98,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:34:04,ahn,control,high,4,2
99,D,50,0.0,50.0,ahn-control-high,2024-12-20 13:34:06,ahn,control,high,4,2
100,D,50,-125.0,-75.0,ahn-control-high,2024-12-20 13:34:07,ahn,control,high,4,2
1,A,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:07,ahn,control,high,1,3
2,A,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:07,ahn,control,high,1,3
3,A,100,-250.0,-150.0,ahn-control-high,2024-12-20 13:34:08,ahn,control,high,1,3
4,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:08,ahn,control,high,2,3
5,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:08,ahn,control,high,2,3
6,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:09,ahn,control,high,2,3
7,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:12,ahn,control,high,2,3
8,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:13,ahn,control,high,2,3
9,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:14,ahn,control,high,2,3
10,C,50,0.0,50.0,ahn-control-high,2024-12-20 13:34:14,ahn,control,high,3,3
11,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:15,ahn,control,high,2,3
12,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:16,ahn,control,high,2,3
13,D,50,-225.0,-175.0,ahn-control-high,2024-12-20 13:34:16,ahn,control,high,4,3
14,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:17,ahn,control,high,2,3
15,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:17,ahn,control,high,2,3
16,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:18,ahn,control,high,2,3
17,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:20,ahn,control,high,2,3
18,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:21,ahn,control,high,2,3
19,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:21,ahn,control,high,2,3
20,B,100,-1400.0,-1300.0,ahn-control-high,2024-12-20 13:34:22,ahn,control,high,2,3
21,C,50,0.0,50.0,ahn-control-high,2024-12-20 13:34:22,ahn,control,high,3,3
22,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:23,ahn,control,high,2,3
23,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:23,ahn,control,high,2,3
24,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:24,ahn,control,high,2,3
25,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:24,ahn,control,high,2,3
26,B,100,-1550.0,-1450.0,ahn-control-high,2024-12-20 13:34:25,ahn,control,high,2,3
27,C,50,0.0,50.0,ahn-control-high,2024-12-20 13:34:26,ahn,control,high,3,3
28,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:27,ahn,control,high,2,3
29,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:27,ahn,control,high,2,3
30,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:28,ahn,control,high,2,3
31,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:30,ahn,control,high,2,3
32,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:31,ahn,control,high,2,3
33,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:37,ahn,control,high,2,3
34,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:43,ahn,control,high,2,3
35,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:49,ahn,control,high,2,3
36,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:53,ahn,control,high,2,3
37,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:55,ahn,control,high,2,3
38,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:34:57,ahn,control,high,2,3
39,B,100,-1700.0,-1600.0,ahn-control-high,2024-12-20 13:34:57,ahn,control,high,2,3
40,C,50,0.0,50.0,ahn-control-high,2024-12-20 13:34:58,ahn,control,high,3,3
41,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:00,ahn,control,high,2,3
42,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:00,ahn,control,high,2,3
43,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:01,ahn,control,high,2,3
44,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:01,ahn,control,high,2,3
45,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:02,ahn,control,high,2,3
46,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:03,ahn,control,high,2,3
47,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:05,ahn,control,high,2,3
48,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:06,ahn,control,high,2,3
49,B,100,-1850.0,-1750.0,ahn-control-high,2024-12-20 13:35:06,ahn,control,high,2,3
50,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:08,ahn,control,high,2,3
51,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:09,ahn,control,high,2,3
52,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:09,ahn,control,high,2,3
53,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:10,ahn,control,high,2,3
54,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:13,ahn,control,high,2,3
55,B,100,-2000.0,-1900.0,ahn-control-high,2024-12-20 13:35:13,ahn,control,high,2,3
56,C,50,0.0,50.0,ahn-control-high,2024-12-20 13:35:15,ahn,control,high,3,3
57,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:16,ahn,control,high,2,3
58,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:17,ahn,control,high,2,3
59,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:18,ahn,control,high,2,3
60,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:19,ahn,control,high,2,3
61,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:20,ahn,control,high,2,3
62,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:20,ahn,control,high,2,3
63,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:21,ahn,control,high,2,3
64,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:22,ahn,control,high,2,3
65,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:22,ahn,control,high,2,3
66,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:24,ahn,control,high,2,3
67,B,100,-2000.0,-1900.0,ahn-control-high,2024-12-20 13:35:25,ahn,control,high,2,3
68,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:25,ahn,control,high,2,3
69,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:26,ahn,control,high,2,3
70,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:27,ahn,control,high,2,3
71,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:27,ahn,control,high,2,3
72,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:28,ahn,control,high,2,3
73,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:29,ahn,control,high,2,3
74,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:29,ahn,control,high,2,3
75,B,100,-2000.0,-1900.0,ahn-control-high,2024-12-20 13:35:30,ahn,control,high,2,3
76,C,50,-25.0,25.0,ahn-control-high,2024-12-20 13:35:30,ahn,control,high,3,3
77,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:31,ahn,control,high,2,3
78,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:31,ahn,control,high,2,3
79,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:32,ahn,control,high,2,3
80,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:33,ahn,control,high,2,3
81,B,100,-2000.0,-1900.0,ahn-control-high,2024-12-20 13:35:34,ahn,control,high,2,3
82,C,50,0.0,50.0,ahn-control-high,2024-12-20 13:35:35,ahn,control,high,3,3
83,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:35,ahn,control,high,2,3
84,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:36,ahn,control,high,2,3
85,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:37,ahn,control,high,2,3
86,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:37,ahn,control,high,2,3
87,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:38,ahn,control,high,2,3
88,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:40,ahn,control,high,2,3
89,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:41,ahn,control,high,2,3
90,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:41,ahn,control,high,2,3
91,B,100,0.0,100.0,ahn-control-high,2024-12-20 13:35:44,ahn,control,high,2,3
92,B,100,-2000.0,-1900.0,ahn-control-high,2024-12-20 13:35:44,ahn,control,high,2,3
93,C,50,0.0,50.0,ahn-control-high,2024-12-20 13:35:45,ahn,control,high,3,3
