trial,deck,gain,loss,net,trial_type,agentN,data_set,population,information_level,deckN
120,B,100,0.0,100.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
121,B,100,0.0,100.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
122,B,100,-1250.0,-1150.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
123,A,100,-250.0,-150.0,wetzels-addict-low,Agent_1,wetzels,addict,low,1
124,B,100,0.0,100.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
125,B,100,0.0,100.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
126,B,100,0.0,100.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
127,B,100,0.0,100.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
128,B,100,0.0,100.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
129,B,100,0.0,100.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
130,B,100,0.0,100.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
131,B,100,0.0,100.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
132,B,100,0.0,100.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
133,B,100,0.0,100.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
134,B,100,0.0,100.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
135,B,100,0.0,100.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
136,B,100,0.0,100.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
137,B,100,0.0,100.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
138,B,100,0.0,100.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
139,B,100,0.0,100.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
140,B,100,-1250.0,-1150.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
141,D,50,0.0,50.0,wetzels-addict-low,Agent_1,wetzels,addict,low,4
142,B,100,0.0,100.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
143,B,100,0.0,100.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
144,B,100,0.0,100.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
145,B,100,0.0,100.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
146,B,100,0.0,100.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
147,B,100,-1250.0,-1150.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
148,C,50,-50.0,0.0,wetzels-addict-low,Agent_1,wetzels,addict,low,3
149,B,100,0.0,100.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
150,B,100,0.0,100.0,wetzels-addict-low,Agent_1,wetzels,addict,low,2
1,A,100,0.0,100.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
2,A,100,0.0,100.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
3,A,100,0.0,100.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
4,A,100,0.0,100.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
5,A,100,-250.0,-150.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
6,B,100,0.0,100.0,wetzels-addict-low,Agent_2,wetzels,addict,low,2
7,A,100,-250.0,-150.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
8,C,50,-50.0,0.0,wetzels-addict-low,Agent_2,wetzels,addict,low,3
9,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
10,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
11,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
12,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
13,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
14,A,100,0.0,100.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
15,A,100,-250.0,-150.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
16,B,100,0.0,100.0,wetzels-addict-low,Agent_2,wetzels,addict,low,2
17,A,100,-250.0,-150.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
18,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
19,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
20,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
21,A,100,-250.0,-150.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
22,C,50,-50.0,0.0,wetzels-addict-low,Agent_2,wetzels,addict,low,3
23,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
24,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
25,A,100,-250.0,-150.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
26,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
27,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
28,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
29,D,50,-250.0,-200.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
30,A,100,-250.0,-150.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
31,A,100,-250.0,-150.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
32,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
33,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
34,D,50,-250.0,-200.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
35,B,100,0.0,100.0,wetzels-addict-low,Agent_2,wetzels,addict,low,2
36,A,100,0.0,100.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
37,A,100,0.0,100.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
38,A,100,-250.0,-150.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
39,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
40,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
41,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
42,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
43,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
44,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
45,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
46,D,50,-250.0,-200.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
47,A,100,-250.0,-150.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
48,A,100,-250.0,-150.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
49,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
50,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
51,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
52,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
53,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
54,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
55,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
56,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
57,D,50,-250.0,-200.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
58,A,100,0.0,100.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
59,A,100,0.0,100.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
60,A,100,-250.0,-150.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
61,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
62,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
63,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
64,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
65,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
66,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
67,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
68,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
69,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
70,D,50,-250.0,-200.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
71,A,100,-250.0,-150.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
72,A,100,-250.0,-150.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
73,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
74,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
75,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
76,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
77,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
78,D,50,-250.0,-200.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
79,A,100,-250.0,-150.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
80,A,100,0.0,100.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
81,A,100,0.0,100.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
82,A,100,-250.0,-150.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
83,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
84,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
85,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
86,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
87,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
88,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
89,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
90,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
91,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
92,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
93,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
94,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
95,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
96,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
97,D,50,-250.0,-200.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
98,A,100,-250.0,-150.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
99,A,100,-250.0,-150.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
100,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
101,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
102,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
103,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
104,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
105,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
106,D,50,-250.0,-200.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
107,A,100,0.0,100.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
108,A,100,0.0,100.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
109,A,100,-250.0,-150.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
110,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
111,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
112,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
113,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
114,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
115,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
116,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
117,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
118,D,50,-250.0,-200.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
119,A,100,0.0,100.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
120,A,100,0.0,100.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
121,A,100,0.0,100.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
122,A,100,0.0,100.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
123,A,100,-250.0,-150.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
124,A,100,0.0,100.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
125,A,100,-250.0,-150.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
126,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
127,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
128,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
129,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
130,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
131,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
132,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
133,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
134,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
135,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
136,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
137,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
138,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
139,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
140,D,50,-250.0,-200.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
141,A,100,0.0,100.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
142,A,100,0.0,100.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
143,A,100,0.0,100.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
144,A,100,-250.0,-150.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
145,A,100,-250.0,-150.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
146,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
147,D,50,0.0,50.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
148,D,50,-250.0,-200.0,wetzels-addict-low,Agent_2,wetzels,addict,low,4
149,A,100,-250.0,-150.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
150,A,100,0.0,100.0,wetzels-addict-low,Agent_2,wetzels,addict,low,1
1,A,100,0.0,100.0,wetzels-addict-low,Agent_3,wetzels,addict,low,1
2,A,100,-250.0,-150.0,wetzels-addict-low,Agent_3,wetzels,addict,low,1
3,B,100,0.0,100.0,wetzels-addict-low,Agent_3,wetzels,addict,low,2
4,B,100,0.0,100.0,wetzels-addict-low,Agent_3,wetzels,addict,low,2
5,B,100,-1250.0,-1150.0,wetzels-addict-low,Agent_3,wetzels,addict,low,2
6,C,50,-50.0,0.0,wetzels-addict-low,Agent_3,wetzels,addict,low,3
7,D,50,0.0,50.0,wetzels-addict-low,Agent_3,wetzels,addict,low,4
8,D,50,0.0,50.0,wetzels-addict-low,Agent_3,wetzels,addict,low,4
9,D,50,-250.0,-200.0,wetzels-addict-low,Agent_3,wetzels,addict,low,4
10,A,100,-250.0,-150.0,wetzels-addict-low,Agent_3,wetzels,addict,low,1
11,A,100,-250.0,-150.0,wetzels-addict-low,Agent_3,wetzels,addict,low,1
12,B,100,0.0,100.0,wetzels-addict-low,Agent_3,wetzels,addict,low,2
13,B,100,0.0,100.0,wetzels-addict-low,Agent_3,wetzels,addict,low,2
14,B,100,0.0,100.0,wetzels-addict-low,Agent_3,wetzels,addict,low,2
15,B,100,-1250.0,-1150.0,wetzels-addict-low,Agent_3,wetzels,addict,low,2
16,D,50,0.0,50.0,wetzels-addict-low,Agent_3,wetzels,addict,low,4
17,D,50,0.0,50.0,wetzels-addict-low,Agent_3,wetzels,addict,low,4
18,D,50,0.0,50.0,wetzels-addict-low,Agent_3,wetzels,addict,low,4
19,D,50,0.0,50.0,wetzels-addict-low,Agent_3,wetzels,addict,low,4
20,D,50,0.0,50.0,wetzels-addict-low,Agent_3,wetzels,addict,low,4
21,C,50,0.0,50.0,wetzels-addict-low,Agent_3,wetzels,addict,low,3
22,D,50,0.0,50.0,wetzels-addict-low,Agent_3,wetzels,addict,low,4
23,D,50,0.0,50.0,wetzels-addict-low,Agent_3,wetzels,addict,low,4
24,D,50,0.0,50.0,wetzels-addict-low,Agent_3,wetzels,addict,low,4
25,D,50,0.0,50.0,wetzels-addict-low,Agent_3,wetzels,addict,low,4
26,D,50,0.0,50.0,wetzels-addict-low,Agent_3,wetzels,addict,low,4
27,D,50,0.0,50.0,wetzels-addict-low,Agent_3,wetzels,addict,low,4
