trial,deck,gain,loss,net,trial_type,agentN,data_set,population,information_level,deckN
48,D,50,0.0,50.0,ahn-addict-high,Agent_1,ahn,addict,high,4
49,A,100,0.0,100.0,ahn-addict-high,Agent_1,ahn,addict,high,1
50,A,100,0.0,100.0,ahn-addict-high,Agent_1,ahn,addict,high,1
51,A,100,0.0,100.0,ahn-addict-high,Agent_1,ahn,addict,high,1
52,D,50,-125.0,-75.0,ahn-addict-high,Agent_1,ahn,addict,high,4
53,B,100,0.0,100.0,ahn-addict-high,Agent_1,ahn,addict,high,2
54,B,100,0.0,100.0,ahn-addict-high,Agent_1,ahn,addict,high,2
55,B,100,-2000.0,-1900.0,ahn-addict-high,Agent_1,ahn,addict,high,2
56,D,50,0.0,50.0,ahn-addict-high,Agent_1,ahn,addict,high,4
57,D,50,0.0,50.0,ahn-addict-high,Agent_1,ahn,addict,high,4
58,D,50,0.0,50.0,ahn-addict-high,Agent_1,ahn,addict,high,4
59,A,100,-400.0,-300.0,ahn-addict-high,Agent_1,ahn,addict,high,1
60,B,100,0.0,100.0,ahn-addict-high,Agent_1,ahn,addict,high,2
61,B,100,-2000.0,-1900.0,ahn-addict-high,Agent_1,ahn,addict,high,2
62,A,100,-400.0,-300.0,ahn-addict-high,Agent_1,ahn,addict,high,1
63,D,50,-125.0,-75.0,ahn-addict-high,Agent_1,ahn,addict,high,4
64,B,100,0.0,100.0,ahn-addict-high,Agent_1,ahn,addict,high,2
65,B,100,0.0,100.0,ahn-addict-high,Agent_1,ahn,addict,high,2
66,B,100,0.0,100.0,ahn-addict-high,Agent_1,ahn,addict,high,2
67,D,50,0.0,50.0,ahn-addict-high,Agent_1,ahn,addict,high,4
68,D,50,0.0,50.0,ahn-addict-high,Agent_1,ahn,addict,high,4
69,D,50,0.0,50.0,ahn-addict-high,Agent_1,ahn,addict,high,4
70,A,100,-400.0,-300.0,ahn-addict-high,Agent_1,ahn,addict,high,1
71,D,50,0.0,50.0,ahn-addict-high,Agent_1,ahn,addict,high,4
72,D,50,0.0,50.0,ahn-addict-high,Agent_1,ahn,addict,high,4
73,D,50,0.0,50.0,ahn-addict-high,Agent_1,ahn,addict,high,4
74,A,100,-400.0,-300.0,ahn-addict-high,Agent_1,ahn,addict,high,1
75,B,100,0.0,100.0,ahn-addict-high,Agent_1,ahn,addict,high,2
76,B,100,0.0,100.0,ahn-addict-high,Agent_1,ahn,addict,high,2
77,D,50,0.0,50.0,ahn-addict-high,Agent_1,ahn,addict,high,4
78,D,50,0.0,50.0,ahn-addict-high,Agent_1,ahn,addict,high,4
79,D,50,-125.0,-75.0,ahn-addict-high,Agent_1,ahn,addict,high,4
80,A,100,0.0,100.0,ahn-addict-high,Agent_1,ahn,addict,high,1
81,A,100,0.0,100.0,ahn-addict-high,Agent_1,ahn,addict,high,1
82,A,100,-400.0,-300.0,ahn-addict-high,Agent_1,ahn,addict,high,1
83,B,100,0.0,100.0,ahn-addict-high,Agent_1,ahn,addict,high,2
84,B,100,0.0,100.0,ahn-addict-high,Agent_1,ahn,addict,high,2
85,B,100,0.0,100.0,ahn-addict-high,Agent_1,ahn,addict,high,2
86,D,50,0.0,50.0,ahn-addict-high,Agent_1,ahn,addict,high,4
87,D,50,0.0,50.0,ahn-addict-high,Agent_1,ahn,addict,high,4
88,D,50,0.0,50.0,ahn-addict-high,Agent_1,ahn,addict,high,4
89,A,100,-400.0,-300.0,ahn-addict-high,Agent_1,ahn,addict,high,1
90,B,100,0.0,100.0,ahn-addict-high,Agent_1,ahn,addict,high,2
91,B,100,0.0,100.0,ahn-addict-high,Agent_1,ahn,addict,high,2
92,D,50,0.0,50.0,ahn-addict-high,Agent_1,ahn,addict,high,4
93,D,50,0.0,50.0,ahn-addict-high,Agent_1,ahn,addict,high,4
94,D,50,0.0,50.0,ahn-addict-high,Agent_1,ahn,addict,high,4
95,A,100,-400.0,-300.0,ahn-addict-high,Agent_1,ahn,addict,high,1
96,D,50,0.0,50.0,ahn-addict-high,Agent_1,ahn,addict,high,4
97,D,50,0.0,50.0,ahn-addict-high,Agent_1,ahn,addict,high,4
98,D,50,0.0,50.0,ahn-addict-high,Agent_1,ahn,addict,high,4
99,A,100,-400.0,-300.0,ahn-addict-high,Agent_1,ahn,addict,high,1
100,B,100,0.0,100.0,ahn-addict-high,Agent_1,ahn,addict,high,2
1,A,100,-250.0,-150.0,ahn-addict-high,Agent_2,ahn,addict,high,1
2,B,100,-1250.0,-1150.0,ahn-addict-high,Agent_2,ahn,addict,high,2
3,C,50,-50.0,0.0,ahn-addict-high,Agent_2,ahn,addict,high,3
4,A,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,1
5,A,100,-250.0,-150.0,ahn-addict-high,Agent_2,ahn,addict,high,1
6,D,50,0.0,50.0,ahn-addict-high,Agent_2,ahn,addict,high,4
7,D,50,0.0,50.0,ahn-addict-high,Agent_2,ahn,addict,high,4
8,D,50,0.0,50.0,ahn-addict-high,Agent_2,ahn,addict,high,4
9,A,100,-250.0,-150.0,ahn-addict-high,Agent_2,ahn,addict,high,1
10,A,100,-250.0,-150.0,ahn-addict-high,Agent_2,ahn,addict,high,1
11,B,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,2
12,B,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,2
13,B,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,2
14,A,100,-280.0,-180.0,ahn-addict-high,Agent_2,ahn,addict,high,1
15,D,50,0.0,50.0,ahn-addict-high,Agent_2,ahn,addict,high,4
16,D,50,-225.0,-175.0,ahn-addict-high,Agent_2,ahn,addict,high,4
17,A,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,1
18,A,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,1
19,A,100,-280.0,-180.0,ahn-addict-high,Agent_2,ahn,addict,high,1
20,B,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,2
21,B,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,2
22,B,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,2
23,B,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,2
24,A,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,1
25,A,100,-310.0,-210.0,ahn-addict-high,Agent_2,ahn,addict,high,1
26,D,50,0.0,50.0,ahn-addict-high,Agent_2,ahn,addict,high,4
27,D,50,0.0,50.0,ahn-addict-high,Agent_2,ahn,addict,high,4
28,D,50,0.0,50.0,ahn-addict-high,Agent_2,ahn,addict,high,4
29,A,100,-310.0,-210.0,ahn-addict-high,Agent_2,ahn,addict,high,1
30,B,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,2
31,B,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,2
32,B,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,2
33,A,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,1
34,A,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,1
35,A,100,-340.0,-240.0,ahn-addict-high,Agent_2,ahn,addict,high,1
36,D,50,0.0,50.0,ahn-addict-high,Agent_2,ahn,addict,high,4
37,D,50,0.0,50.0,ahn-addict-high,Agent_2,ahn,addict,high,4
38,A,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,1
39,A,100,-340.0,-240.0,ahn-addict-high,Agent_2,ahn,addict,high,1
40,B,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,2
41,B,100,-1850.0,-1750.0,ahn-addict-high,Agent_2,ahn,addict,high,2
42,D,50,0.0,50.0,ahn-addict-high,Agent_2,ahn,addict,high,4
43,D,50,-150.0,-100.0,ahn-addict-high,Agent_2,ahn,addict,high,4
44,A,100,-370.0,-270.0,ahn-addict-high,Agent_2,ahn,addict,high,1
45,B,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,2
46,B,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,2
47,A,100,-370.0,-270.0,ahn-addict-high,Agent_2,ahn,addict,high,1
48,D,50,0.0,50.0,ahn-addict-high,Agent_2,ahn,addict,high,4
49,D,50,0.0,50.0,ahn-addict-high,Agent_2,ahn,addict,high,4
50,A,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,1
51,A,100,-400.0,-300.0,ahn-addict-high,Agent_2,ahn,addict,high,1
52,B,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,2
53,B,100,-2000.0,-1900.0,ahn-addict-high,Agent_2,ahn,addict,high,2
54,D,50,0.0,50.0,ahn-addict-high,Agent_2,ahn,addict,high,4
55,D,50,0.0,50.0,ahn-addict-high,Agent_2,ahn,addict,high,4
56,A,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,1
57,A,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,1
58,A,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,1
59,A,100,-400.0,-300.0,ahn-addict-high,Agent_2,ahn,addict,high,1
60,B,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,2
61,B,100,-2000.0,-1900.0,ahn-addict-high,Agent_2,ahn,addict,high,2
62,D,50,0.0,50.0,ahn-addict-high,Agent_2,ahn,addict,high,4
63,D,50,0.0,50.0,ahn-addict-high,Agent_2,ahn,addict,high,4
64,D,50,0.0,50.0,ahn-addict-high,Agent_2,ahn,addict,high,4
65,A,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,1
66,A,100,-400.0,-300.0,ahn-addict-high,Agent_2,ahn,addict,high,1
67,B,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,2
68,B,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,2
69,A,100,-400.0,-300.0,ahn-addict-high,Agent_2,ahn,addict,high,1
70,D,50,0.0,50.0,ahn-addict-high,Agent_2,ahn,addict,high,4
71,D,50,0.0,50.0,ahn-addict-high,Agent_2,ahn,addict,high,4
72,A,100,-400.0,-300.0,ahn-addict-high,Agent_2,ahn,addict,high,1
73,B,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,2
74,B,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,2
75,A,100,-400.0,-300.0,ahn-addict-high,Agent_2,ahn,addict,high,1
76,D,50,-125.0,-75.0,ahn-addict-high,Agent_2,ahn,addict,high,4
77,A,100,-400.0,-300.0,ahn-addict-high,Agent_2,ahn,addict,high,1
78,B,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,2
79,B,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,2
80,A,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,1
81,A,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,1
82,A,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,1
83,A,100,-400.0,-300.0,ahn-addict-high,Agent_2,ahn,addict,high,1
84,D,50,-125.0,-75.0,ahn-addict-high,Agent_2,ahn,addict,high,4
85,D,50,0.0,50.0,ahn-addict-high,Agent_2,ahn,addict,high,4
86,D,50,0.0,50.0,ahn-addict-high,Agent_2,ahn,addict,high,4
87,A,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,1
88,A,100,-400.0,-300.0,ahn-addict-high,Agent_2,ahn,addict,high,1
89,B,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,2
90,B,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,2
91,A,100,-400.0,-300.0,ahn-addict-high,Agent_2,ahn,addict,high,1
92,D,50,0.0,50.0,ahn-addict-high,Agent_2,ahn,addict,high,4
93,D,50,0.0,50.0,ahn-addict-high,Agent_2,ahn,addict,high,4
94,A,100,-400.0,-300.0,ahn-addict-high,Agent_2,ahn,addict,high,1
95,B,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,2
96,B,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,2
97,A,100,-400.0,-300.0,ahn-addict-high,Agent_2,ahn,addict,high,1
98,D,50,0.0,50.0,ahn-addict-high,Agent_2,ahn,addict,high,4
99,D,50,0.0,50.0,ahn-addict-high,Agent_2,ahn,addict,high,4
100,A,100,0.0,100.0,ahn-addict-high,Agent_2,ahn,addict,high,1
1,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
2,B,100,-1250.0,-1150.0,ahn-addict-high,Agent_3,ahn,addict,high,2
3,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
4,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
5,A,100,-250.0,-150.0,ahn-addict-high,Agent_3,ahn,addict,high,1
6,D,50,0.0,50.0,ahn-addict-high,Agent_3,ahn,addict,high,4
7,D,50,0.0,50.0,ahn-addict-high,Agent_3,ahn,addict,high,4
8,A,100,-250.0,-150.0,ahn-addict-high,Agent_3,ahn,addict,high,1
9,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
10,A,100,-250.0,-150.0,ahn-addict-high,Agent_3,ahn,addict,high,1
11,C,50,0.0,50.0,ahn-addict-high,Agent_3,ahn,addict,high,3
12,C,50,0.0,50.0,ahn-addict-high,Agent_3,ahn,addict,high,3
13,A,100,-280.0,-180.0,ahn-addict-high,Agent_3,ahn,addict,high,1
14,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
15,A,100,-280.0,-180.0,ahn-addict-high,Agent_3,ahn,addict,high,1
16,B,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,2
17,B,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,2
18,A,100,-280.0,-180.0,ahn-addict-high,Agent_3,ahn,addict,high,1
19,D,50,0.0,50.0,ahn-addict-high,Agent_3,ahn,addict,high,4
20,D,50,0.0,50.0,ahn-addict-high,Agent_3,ahn,addict,high,4
21,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
22,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
23,A,100,-310.0,-210.0,ahn-addict-high,Agent_3,ahn,addict,high,1
24,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
25,A,100,-310.0,-210.0,ahn-addict-high,Agent_3,ahn,addict,high,1
26,D,50,0.0,50.0,ahn-addict-high,Agent_3,ahn,addict,high,4
27,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
28,A,100,-310.0,-210.0,ahn-addict-high,Agent_3,ahn,addict,high,1
29,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
30,A,100,-310.0,-210.0,ahn-addict-high,Agent_3,ahn,addict,high,1
31,B,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,2
32,A,100,-340.0,-240.0,ahn-addict-high,Agent_3,ahn,addict,high,1
33,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
34,A,100,-340.0,-240.0,ahn-addict-high,Agent_3,ahn,addict,high,1
35,A,100,-340.0,-240.0,ahn-addict-high,Agent_3,ahn,addict,high,1
36,D,50,-175.0,-125.0,ahn-addict-high,Agent_3,ahn,addict,high,4
37,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
38,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
39,A,100,-340.0,-240.0,ahn-addict-high,Agent_3,ahn,addict,high,1
40,A,100,-340.0,-240.0,ahn-addict-high,Agent_3,ahn,addict,high,1
41,A,100,-370.0,-270.0,ahn-addict-high,Agent_3,ahn,addict,high,1
42,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
43,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
44,A,100,-370.0,-270.0,ahn-addict-high,Agent_3,ahn,addict,high,1
45,A,100,-370.0,-270.0,ahn-addict-high,Agent_3,ahn,addict,high,1
46,D,50,0.0,50.0,ahn-addict-high,Agent_3,ahn,addict,high,4
47,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
48,A,100,-370.0,-270.0,ahn-addict-high,Agent_3,ahn,addict,high,1
49,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
50,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
51,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
52,A,100,-400.0,-300.0,ahn-addict-high,Agent_3,ahn,addict,high,1
53,A,100,-400.0,-300.0,ahn-addict-high,Agent_3,ahn,addict,high,1
54,D,50,0.0,50.0,ahn-addict-high,Agent_3,ahn,addict,high,4
55,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
56,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
57,A,100,-400.0,-300.0,ahn-addict-high,Agent_3,ahn,addict,high,1
58,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
59,A,100,-400.0,-300.0,ahn-addict-high,Agent_3,ahn,addict,high,1
60,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
61,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
62,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
63,A,100,-400.0,-300.0,ahn-addict-high,Agent_3,ahn,addict,high,1
64,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
65,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
66,A,100,-400.0,-300.0,ahn-addict-high,Agent_3,ahn,addict,high,1
67,B,100,-2000.0,-1900.0,ahn-addict-high,Agent_3,ahn,addict,high,2
68,A,100,-400.0,-300.0,ahn-addict-high,Agent_3,ahn,addict,high,1
69,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
70,A,100,-400.0,-300.0,ahn-addict-high,Agent_3,ahn,addict,high,1
71,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
72,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
73,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
74,A,100,-400.0,-300.0,ahn-addict-high,Agent_3,ahn,addict,high,1
75,A,100,-400.0,-300.0,ahn-addict-high,Agent_3,ahn,addict,high,1
76,D,50,0.0,50.0,ahn-addict-high,Agent_3,ahn,addict,high,4
77,A,100,-400.0,-300.0,ahn-addict-high,Agent_3,ahn,addict,high,1
78,A,100,-400.0,-300.0,ahn-addict-high,Agent_3,ahn,addict,high,1
79,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
80,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
81,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
82,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
83,A,100,-400.0,-300.0,ahn-addict-high,Agent_3,ahn,addict,high,1
84,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
85,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
86,A,100,-400.0,-300.0,ahn-addict-high,Agent_3,ahn,addict,high,1
87,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
88,A,100,-400.0,-300.0,ahn-addict-high,Agent_3,ahn,addict,high,1
89,A,100,-400.0,-300.0,ahn-addict-high,Agent_3,ahn,addict,high,1
90,D,50,0.0,50.0,ahn-addict-high,Agent_3,ahn,addict,high,4
91,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
92,A,100,-400.0,-300.0,ahn-addict-high,Agent_3,ahn,addict,high,1
93,A,100,-400.0,-300.0,ahn-addict-high,Agent_3,ahn,addict,high,1
94,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
95,A,100,-400.0,-300.0,ahn-addict-high,Agent_3,ahn,addict,high,1
96,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
97,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
98,A,100,-400.0,-300.0,ahn-addict-high,Agent_3,ahn,addict,high,1
99,A,100,0.0,100.0,ahn-addict-high,Agent_3,ahn,addict,high,1
100,A,100,-400.0,-300.0,ahn-addict-high,Agent_3,ahn,addict,high,1
1,A,100,0.0,100.0,ahn-addict-high,Agent_4,ahn,addict,high,1
2,B,100,0.0,100.0,ahn-addict-high,Agent_4,ahn,addict,high,2
3,B,100,0.0,100.0,ahn-addict-high,Agent_4,ahn,addict,high,2
4,B,100,0.0,100.0,ahn-addict-high,Agent_4,ahn,addict,high,2
5,D,50,0.0,50.0,ahn-addict-high,Agent_4,ahn,addict,high,4
6,D,50,0.0,50.0,ahn-addict-high,Agent_4,ahn,addict,high,4
7,D,50,0.0,50.0,ahn-addict-high,Agent_4,ahn,addict,high,4
8,A,100,-250.0,-150.0,ahn-addict-high,Agent_4,ahn,addict,high,1
9,A,100,-250.0,-150.0,ahn-addict-high,Agent_4,ahn,addict,high,1
10,A,100,-250.0,-150.0,ahn-addict-high,Agent_4,ahn,addict,high,1
11,B,100,0.0,100.0,ahn-addict-high,Agent_4,ahn,addict,high,2
12,B,100,0.0,100.0,ahn-addict-high,Agent_4,ahn,addict,high,2
13,C,50,-45.0,5.0,ahn-addict-high,Agent_4,ahn,addict,high,3
14,C,50,-45.0,5.0,ahn-addict-high,Agent_4,ahn,addict,high,3
15,D,50,0.0,50.0,ahn-addict-high,Agent_4,ahn,addict,high,4
16,D,50,0.0,50.0,ahn-addict-high,Agent_4,ahn,addict,high,4
17,B,100,0.0,100.0,ahn-addict-high,Agent_4,ahn,addict,high,2
18,B,100,0.0,100.0,ahn-addict-high,Agent_4,ahn,addict,high,2
19,A,100,0.0,100.0,ahn-addict-high,Agent_4,ahn,addict,high,1
20,A,100,0.0,100.0,ahn-addict-high,Agent_4,ahn,addict,high,1
21,D,50,0.0,50.0,ahn-addict-high,Agent_4,ahn,addict,high,4
22,D,50,0.0,50.0,ahn-addict-high,Agent_4,ahn,addict,high,4
23,B,100,0.0,100.0,ahn-addict-high,Agent_4,ahn,addict,high,2
24,B,100,0.0,100.0,ahn-addict-high,Agent_4,ahn,addict,high,2
25,C,50,0.0,50.0,ahn-addict-high,Agent_4,ahn,addict,high,3
26,C,50,0.0,50.0,ahn-addict-high,Agent_4,ahn,addict,high,3
27,A,100,-310.0,-210.0,ahn-addict-high,Agent_4,ahn,addict,high,1
28,A,100,-310.0,-210.0,ahn-addict-high,Agent_4,ahn,addict,high,1
29,B,100,0.0,100.0,ahn-addict-high,Agent_4,ahn,addict,high,2
30,B,100,0.0,100.0,ahn-addict-high,Agent_4,ahn,addict,high,2
31,D,50,0.0,50.0,ahn-addict-high,Agent_4,ahn,addict,high,4
32,D,50,0.0,50.0,ahn-addict-high,Agent_4,ahn,addict,high,4
33,B,100,0.0,100.0,ahn-addict-high,Agent_4,ahn,addict,high,2
34,B,100,-1700.0,-1600.0,ahn-addict-high,Agent_4,ahn,addict,high,2
35,A,100,0.0,100.0,ahn-addict-high,Agent_4,ahn,addict,high,1
36,A,100,-340.0,-240.0,ahn-addict-high,Agent_4,ahn,addict,high,1
37,A,100,-340.0,-240.0,ahn-addict-high,Agent_4,ahn,addict,high,1
38,B,100,0.0,100.0,ahn-addict-high,Agent_4,ahn,addict,high,2
39,B,100,0.0,100.0,ahn-addict-high,Agent_4,ahn,addict,high,2
40,B,100,0.0,100.0,ahn-addict-high,Agent_4,ahn,addict,high,2
41,D,50,0.0,50.0,ahn-addict-high,Agent_4,ahn,addict,high,4
42,D,50,0.0,50.0,ahn-addict-high,Agent_4,ahn,addict,high,4
