trial,deck,gain,loss,net,trial_type,date,data_set,population,information_level,deckN,subjID
43,D,50,-150.0,-100.0,ahn-addict-high,2024-12-21 12:12:41,ahn,addict,high,4,1
44,A,100,-370.0,-270.0,ahn-addict-high,2024-12-21 12:12:42,ahn,addict,high,1,1
45,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:12:42,ahn,addict,high,2,1
46,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:12:43,ahn,addict,high,2,1
47,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:12:43,ahn,addict,high,4,1
48,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:12:44,ahn,addict,high,4,1
49,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:12:45,ahn,addict,high,1,1
50,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:12:45,ahn,addict,high,1,1
51,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:12:46,ahn,addict,high,1,1
52,D,50,-125.0,-75.0,ahn-addict-high,2024-12-21 12:12:47,ahn,addict,high,4,1
53,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:12:47,ahn,addict,high,2,1
54,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:12:48,ahn,addict,high,2,1
55,B,100,-2000.0,-1900.0,ahn-addict-high,2024-12-21 12:12:49,ahn,addict,high,2,1
56,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:12:51,ahn,addict,high,4,1
57,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:12:52,ahn,addict,high,4,1
58,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:12:53,ahn,addict,high,4,1
59,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:12:53,ahn,addict,high,1,1
60,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:12:54,ahn,addict,high,2,1
61,B,100,-2000.0,-1900.0,ahn-addict-high,2024-12-21 12:12:54,ahn,addict,high,2,1
62,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:12:55,ahn,addict,high,1,1
63,D,50,-125.0,-75.0,ahn-addict-high,2024-12-21 12:12:55,ahn,addict,high,4,1
64,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:12:56,ahn,addict,high,2,1
65,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:12:56,ahn,addict,high,2,1
66,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:12:57,ahn,addict,high,2,1
67,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:12:57,ahn,addict,high,4,1
68,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:12:58,ahn,addict,high,4,1
69,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:13:00,ahn,addict,high,4,1
70,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:13:02,ahn,addict,high,1,1
71,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:13:03,ahn,addict,high,4,1
72,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:13:03,ahn,addict,high,4,1
73,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:13:04,ahn,addict,high,4,1
74,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:13:04,ahn,addict,high,1,1
75,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:13:06,ahn,addict,high,2,1
76,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:13:06,ahn,addict,high,2,1
77,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:13:07,ahn,addict,high,4,1
78,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:13:08,ahn,addict,high,4,1
79,D,50,-125.0,-75.0,ahn-addict-high,2024-12-21 12:13:13,ahn,addict,high,4,1
80,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:13:13,ahn,addict,high,1,1
81,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:13:14,ahn,addict,high,1,1
82,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:13:15,ahn,addict,high,1,1
83,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:13:15,ahn,addict,high,2,1
84,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:13:19,ahn,addict,high,2,1
85,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:13:19,ahn,addict,high,2,1
86,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:13:21,ahn,addict,high,4,1
87,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:13:25,ahn,addict,high,4,1
88,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:13:26,ahn,addict,high,4,1
89,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:13:27,ahn,addict,high,1,1
90,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:13:28,ahn,addict,high,2,1
91,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:13:29,ahn,addict,high,2,1
92,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:13:29,ahn,addict,high,4,1
93,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:13:30,ahn,addict,high,4,1
94,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:13:30,ahn,addict,high,4,1
95,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:13:31,ahn,addict,high,1,1
96,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:13:31,ahn,addict,high,4,1
97,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:13:32,ahn,addict,high,4,1
98,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:13:32,ahn,addict,high,4,1
99,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:13:33,ahn,addict,high,1,1
100,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:13:33,ahn,addict,high,2,1
1,A,100,-250.0,-150.0,ahn-addict-high,2024-12-21 12:13:34,ahn,addict,high,1,2
2,B,100,-1250.0,-1150.0,ahn-addict-high,2024-12-21 12:13:34,ahn,addict,high,2,2
3,C,50,-50.0,0.0,ahn-addict-high,2024-12-21 12:13:34,ahn,addict,high,3,2
4,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:13:35,ahn,addict,high,1,2
5,A,100,-250.0,-150.0,ahn-addict-high,2024-12-21 12:13:35,ahn,addict,high,1,2
6,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:13:36,ahn,addict,high,4,2
7,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:13:40,ahn,addict,high,4,2
8,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:13:41,ahn,addict,high,4,2
9,A,100,-250.0,-150.0,ahn-addict-high,2024-12-21 12:13:41,ahn,addict,high,1,2
10,A,100,-250.0,-150.0,ahn-addict-high,2024-12-21 12:13:42,ahn,addict,high,1,2
11,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:13:42,ahn,addict,high,2,2
12,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:13:43,ahn,addict,high,2,2
13,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:13:43,ahn,addict,high,2,2
14,A,100,-280.0,-180.0,ahn-addict-high,2024-12-21 12:13:44,ahn,addict,high,1,2
15,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:13:45,ahn,addict,high,4,2
16,D,50,-225.0,-175.0,ahn-addict-high,2024-12-21 12:13:46,ahn,addict,high,4,2
17,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:13:46,ahn,addict,high,1,2
18,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:13:47,ahn,addict,high,1,2
19,A,100,-280.0,-180.0,ahn-addict-high,2024-12-21 12:13:50,ahn,addict,high,1,2
20,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:13:52,ahn,addict,high,2,2
21,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:13:53,ahn,addict,high,2,2
22,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:13:53,ahn,addict,high,2,2
23,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:13:54,ahn,addict,high,2,2
24,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:13:54,ahn,addict,high,1,2
25,A,100,-310.0,-210.0,ahn-addict-high,2024-12-21 12:13:55,ahn,addict,high,1,2
26,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:13:55,ahn,addict,high,4,2
27,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:13:56,ahn,addict,high,4,2
28,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:13:57,ahn,addict,high,4,2
29,A,100,-310.0,-210.0,ahn-addict-high,2024-12-21 12:13:58,ahn,addict,high,1,2
30,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:13:59,ahn,addict,high,2,2
31,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:00,ahn,addict,high,2,2
32,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:01,ahn,addict,high,2,2
33,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:01,ahn,addict,high,1,2
34,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:03,ahn,addict,high,1,2
35,A,100,-340.0,-240.0,ahn-addict-high,2024-12-21 12:14:03,ahn,addict,high,1,2
36,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:14:05,ahn,addict,high,4,2
37,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:14:05,ahn,addict,high,4,2
38,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:08,ahn,addict,high,1,2
39,A,100,-340.0,-240.0,ahn-addict-high,2024-12-21 12:14:09,ahn,addict,high,1,2
40,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:11,ahn,addict,high,2,2
41,B,100,-1850.0,-1750.0,ahn-addict-high,2024-12-21 12:14:11,ahn,addict,high,2,2
42,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:14:13,ahn,addict,high,4,2
43,D,50,-150.0,-100.0,ahn-addict-high,2024-12-21 12:14:15,ahn,addict,high,4,2
44,A,100,-370.0,-270.0,ahn-addict-high,2024-12-21 12:14:15,ahn,addict,high,1,2
45,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:16,ahn,addict,high,2,2
46,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:17,ahn,addict,high,2,2
47,A,100,-370.0,-270.0,ahn-addict-high,2024-12-21 12:14:19,ahn,addict,high,1,2
48,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:14:20,ahn,addict,high,4,2
49,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:14:20,ahn,addict,high,4,2
50,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:21,ahn,addict,high,1,2
51,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:14:21,ahn,addict,high,1,2
52,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:23,ahn,addict,high,2,2
53,B,100,-2000.0,-1900.0,ahn-addict-high,2024-12-21 12:14:24,ahn,addict,high,2,2
54,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:14:26,ahn,addict,high,4,2
55,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:14:27,ahn,addict,high,4,2
56,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:29,ahn,addict,high,1,2
57,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:31,ahn,addict,high,1,2
58,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:32,ahn,addict,high,1,2
59,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:14:32,ahn,addict,high,1,2
60,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:33,ahn,addict,high,2,2
61,B,100,-2000.0,-1900.0,ahn-addict-high,2024-12-21 12:14:33,ahn,addict,high,2,2
62,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:14:34,ahn,addict,high,4,2
63,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:14:34,ahn,addict,high,4,2
64,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:14:35,ahn,addict,high,4,2
65,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:37,ahn,addict,high,1,2
66,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:14:38,ahn,addict,high,1,2
67,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:38,ahn,addict,high,2,2
68,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:39,ahn,addict,high,2,2
69,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:14:40,ahn,addict,high,1,2
70,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:14:43,ahn,addict,high,4,2
71,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:14:43,ahn,addict,high,4,2
72,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:14:44,ahn,addict,high,1,2
73,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:45,ahn,addict,high,2,2
74,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:45,ahn,addict,high,2,2
75,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:14:46,ahn,addict,high,1,2
76,D,50,-125.0,-75.0,ahn-addict-high,2024-12-21 12:14:47,ahn,addict,high,4,2
77,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:14:47,ahn,addict,high,1,2
78,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:48,ahn,addict,high,2,2
79,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:49,ahn,addict,high,2,2
80,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:50,ahn,addict,high,1,2
81,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:51,ahn,addict,high,1,2
82,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:51,ahn,addict,high,1,2
83,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:14:52,ahn,addict,high,1,2
84,D,50,-125.0,-75.0,ahn-addict-high,2024-12-21 12:14:52,ahn,addict,high,4,2
85,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:14:53,ahn,addict,high,4,2
86,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:14:54,ahn,addict,high,4,2
87,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:54,ahn,addict,high,1,2
88,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:14:55,ahn,addict,high,1,2
89,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:55,ahn,addict,high,2,2
90,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:56,ahn,addict,high,2,2
91,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:14:56,ahn,addict,high,1,2
92,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:14:57,ahn,addict,high,4,2
93,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:14:58,ahn,addict,high,4,2
94,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:14:58,ahn,addict,high,1,2
95,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:14:59,ahn,addict,high,2,2
96,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:04,ahn,addict,high,2,2
97,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:15:04,ahn,addict,high,1,2
98,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:15:05,ahn,addict,high,4,2
99,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:15:06,ahn,addict,high,4,2
100,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:07,ahn,addict,high,1,2
1,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:07,ahn,addict,high,1,3
2,B,100,-1250.0,-1150.0,ahn-addict-high,2024-12-21 12:15:08,ahn,addict,high,2,3
3,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:08,ahn,addict,high,1,3
4,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:09,ahn,addict,high,1,3
5,A,100,-250.0,-150.0,ahn-addict-high,2024-12-21 12:15:10,ahn,addict,high,1,3
6,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:15:10,ahn,addict,high,4,3
7,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:15:13,ahn,addict,high,4,3
8,A,100,-250.0,-150.0,ahn-addict-high,2024-12-21 12:15:14,ahn,addict,high,1,3
9,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:15,ahn,addict,high,1,3
10,A,100,-250.0,-150.0,ahn-addict-high,2024-12-21 12:15:15,ahn,addict,high,1,3
11,C,50,0.0,50.0,ahn-addict-high,2024-12-21 12:15:16,ahn,addict,high,3,3
12,C,50,0.0,50.0,ahn-addict-high,2024-12-21 12:15:17,ahn,addict,high,3,3
13,A,100,-280.0,-180.0,ahn-addict-high,2024-12-21 12:15:18,ahn,addict,high,1,3
14,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:18,ahn,addict,high,1,3
15,A,100,-280.0,-180.0,ahn-addict-high,2024-12-21 12:15:19,ahn,addict,high,1,3
16,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:20,ahn,addict,high,2,3
17,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:21,ahn,addict,high,2,3
18,A,100,-280.0,-180.0,ahn-addict-high,2024-12-21 12:15:22,ahn,addict,high,1,3
19,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:15:22,ahn,addict,high,4,3
20,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:15:24,ahn,addict,high,4,3
21,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:24,ahn,addict,high,1,3
22,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:25,ahn,addict,high,1,3
23,A,100,-310.0,-210.0,ahn-addict-high,2024-12-21 12:15:25,ahn,addict,high,1,3
24,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:26,ahn,addict,high,1,3
25,A,100,-310.0,-210.0,ahn-addict-high,2024-12-21 12:15:26,ahn,addict,high,1,3
26,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:15:27,ahn,addict,high,4,3
27,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:28,ahn,addict,high,1,3
28,A,100,-310.0,-210.0,ahn-addict-high,2024-12-21 12:15:28,ahn,addict,high,1,3
29,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:29,ahn,addict,high,1,3
30,A,100,-310.0,-210.0,ahn-addict-high,2024-12-21 12:15:30,ahn,addict,high,1,3
31,B,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:31,ahn,addict,high,2,3
32,A,100,-340.0,-240.0,ahn-addict-high,2024-12-21 12:15:32,ahn,addict,high,1,3
33,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:33,ahn,addict,high,1,3
34,A,100,-340.0,-240.0,ahn-addict-high,2024-12-21 12:15:34,ahn,addict,high,1,3
35,A,100,-340.0,-240.0,ahn-addict-high,2024-12-21 12:15:35,ahn,addict,high,1,3
36,D,50,-175.0,-125.0,ahn-addict-high,2024-12-21 12:15:36,ahn,addict,high,4,3
37,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:36,ahn,addict,high,1,3
38,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:37,ahn,addict,high,1,3
39,A,100,-340.0,-240.0,ahn-addict-high,2024-12-21 12:15:37,ahn,addict,high,1,3
40,A,100,-340.0,-240.0,ahn-addict-high,2024-12-21 12:15:38,ahn,addict,high,1,3
41,A,100,-370.0,-270.0,ahn-addict-high,2024-12-21 12:15:38,ahn,addict,high,1,3
42,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:39,ahn,addict,high,1,3
43,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:39,ahn,addict,high,1,3
44,A,100,-370.0,-270.0,ahn-addict-high,2024-12-21 12:15:41,ahn,addict,high,1,3
45,A,100,-370.0,-270.0,ahn-addict-high,2024-12-21 12:15:42,ahn,addict,high,1,3
46,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:15:42,ahn,addict,high,4,3
47,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:43,ahn,addict,high,1,3
48,A,100,-370.0,-270.0,ahn-addict-high,2024-12-21 12:15:45,ahn,addict,high,1,3
49,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:46,ahn,addict,high,1,3
50,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:47,ahn,addict,high,1,3
51,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:47,ahn,addict,high,1,3
52,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:15:48,ahn,addict,high,1,3
53,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:15:49,ahn,addict,high,1,3
54,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:15:49,ahn,addict,high,4,3
55,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:50,ahn,addict,high,1,3
56,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:50,ahn,addict,high,1,3
57,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:15:51,ahn,addict,high,1,3
58,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:52,ahn,addict,high,1,3
59,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:15:52,ahn,addict,high,1,3
60,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:53,ahn,addict,high,1,3
61,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:54,ahn,addict,high,1,3
62,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:55,ahn,addict,high,1,3
63,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:15:56,ahn,addict,high,1,3
64,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:58,ahn,addict,high,1,3
65,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:15:58,ahn,addict,high,1,3
66,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:15:59,ahn,addict,high,1,3
67,B,100,-2000.0,-1900.0,ahn-addict-high,2024-12-21 12:15:59,ahn,addict,high,2,3
68,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:16:00,ahn,addict,high,1,3
69,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:16:00,ahn,addict,high,1,3
70,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:16:01,ahn,addict,high,1,3
71,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:16:01,ahn,addict,high,1,3
72,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:16:04,ahn,addict,high,1,3
73,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:16:05,ahn,addict,high,1,3
74,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:16:06,ahn,addict,high,1,3
75,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:16:06,ahn,addict,high,1,3
76,D,50,0.0,50.0,ahn-addict-high,2024-12-21 12:16:07,ahn,addict,high,4,3
77,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:16:07,ahn,addict,high,1,3
78,A,100,-400.0,-300.0,ahn-addict-high,2024-12-21 12:16:08,ahn,addict,high,1,3
79,A,100,0.0,100.0,ahn-addict-high,2024-12-21 12:16:08,ahn,addict,high,1,3
