trial,deck,gain,loss,net,trial_type,agentN,date
60,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:01
61,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:02
62,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:03
63,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:03
64,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:04
65,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:05
66,B,100,-2000.0,-1900.0,ahn-control-low,Agent_1,2024-12-20 14:57:05
67,C,50,-25.0,25.0,ahn-control-low,Agent_1,2024-12-20 14:57:06
68,D,50,0.0,50.0,ahn-control-low,Agent_1,2024-12-20 14:57:07
69,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:10
70,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:11
71,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:12
72,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:13
73,B,100,-2000.0,-1900.0,ahn-control-low,Agent_1,2024-12-20 14:57:15
74,C,50,0.0,50.0,ahn-control-low,Agent_1,2024-12-20 14:57:15
75,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:16
76,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:16
77,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:17
78,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:18
79,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:20
80,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:21
81,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:23
82,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:26
83,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:26
84,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:27
85,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:29
86,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:29
87,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:30
88,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:31
89,B,100,-2000.0,-1900.0,ahn-control-low,Agent_1,2024-12-20 14:57:32
90,D,50,0.0,50.0,ahn-control-low,Agent_1,2024-12-20 14:57:32
91,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:35
92,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:35
93,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:36
94,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:40
95,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:40
96,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:41
97,B,100,-2000.0,-1900.0,ahn-control-low,Agent_1,2024-12-20 14:57:42
98,C,50,0.0,50.0,ahn-control-low,Agent_1,2024-12-20 14:57:42
99,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:43
100,B,100,0.0,100.0,ahn-control-low,Agent_1,2024-12-20 14:57:45
1,A,100,-250.0,-150.0,ahn-control-low,Agent_2,2024-12-20 14:57:45
2,B,100,0.0,100.0,ahn-control-low,Agent_2,2024-12-20 14:57:45
3,B,100,-1250.0,-1150.0,ahn-control-low,Agent_2,2024-12-20 14:57:46
4,C,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:57:46
5,C,50,-50.0,0.0,ahn-control-low,Agent_2,2024-12-20 14:57:47
6,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:57:47
7,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:57:48
8,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:57:49
9,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:57:51
10,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:57:52
11,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:57:52
12,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:57:53
13,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:57:53
14,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:57:55
15,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:57:55
16,D,50,-225.0,-175.0,ahn-control-low,Agent_2,2024-12-20 14:57:56
17,A,100,-280.0,-180.0,ahn-control-low,Agent_2,2024-12-20 14:57:59
18,C,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:00
19,C,50,-45.0,5.0,ahn-control-low,Agent_2,2024-12-20 14:58:01
20,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:03
21,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:03
22,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:04
23,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:05
24,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:05
25,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:06
26,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:06
27,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:08
28,D,50,-200.0,-150.0,ahn-control-low,Agent_2,2024-12-20 14:58:08
29,C,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:10
30,C,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:11
31,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:16
32,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:16
33,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:17
34,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:17
35,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:18
36,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:19
37,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:19
38,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:21
39,D,50,-175.0,-125.0,ahn-control-low,Agent_2,2024-12-20 14:58:22
40,C,50,-35.0,15.0,ahn-control-low,Agent_2,2024-12-20 14:58:23
41,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:26
42,D,50,-150.0,-100.0,ahn-control-low,Agent_2,2024-12-20 14:58:27
43,C,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:28
44,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:28
45,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:29
46,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:31
47,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:32
48,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:35
49,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:35
50,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:36
51,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:38
52,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:39
53,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:39
54,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:40
55,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:41
56,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:42
57,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:43
58,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:44
59,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:45
60,D,50,-125.0,-75.0,ahn-control-low,Agent_2,2024-12-20 14:58:46
61,C,50,-25.0,25.0,ahn-control-low,Agent_2,2024-12-20 14:58:47
62,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:47
63,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:48
64,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:49
65,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:50
66,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:51
67,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:51
68,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:53
69,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:54
70,D,50,-125.0,-75.0,ahn-control-low,Agent_2,2024-12-20 14:58:54
71,C,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:55
72,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:55
73,D,50,-125.0,-75.0,ahn-control-low,Agent_2,2024-12-20 14:58:56
74,C,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:57
75,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:58
76,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:59
77,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:58:59
78,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:59:01
79,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:59:03
80,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:59:04
81,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:59:04
82,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:59:07
83,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:59:07
84,D,50,-125.0,-75.0,ahn-control-low,Agent_2,2024-12-20 14:59:08
85,C,50,-25.0,25.0,ahn-control-low,Agent_2,2024-12-20 14:59:09
86,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:59:09
87,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:59:15
88,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:59:23
89,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:59:24
90,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:59:24
91,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:59:25
92,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:59:25
93,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:59:26
94,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:59:28
95,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:59:28
96,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:59:29
97,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:59:29
98,D,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:59:30
99,D,50,-125.0,-75.0,ahn-control-low,Agent_2,2024-12-20 14:59:30
100,C,50,0.0,50.0,ahn-control-low,Agent_2,2024-12-20 14:59:31
1,A,100,-250.0,-150.0,ahn-control-low,Agent_3,2024-12-20 14:59:31
2,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:32
3,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:32
4,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:32
5,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:32
6,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:32
7,C,50,-50.0,0.0,ahn-control-low,Agent_3,2024-12-20 14:59:32
8,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:33
9,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:33
10,B,100,-1250.0,-1150.0,ahn-control-low,Agent_3,2024-12-20 14:59:34
11,C,50,0.0,50.0,ahn-control-low,Agent_3,2024-12-20 14:59:35
12,D,50,0.0,50.0,ahn-control-low,Agent_3,2024-12-20 14:59:36
13,D,50,0.0,50.0,ahn-control-low,Agent_3,2024-12-20 14:59:37
14,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:38
15,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:38
16,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:39
17,B,100,-1400.0,-1300.0,ahn-control-low,Agent_3,2024-12-20 14:59:40
18,D,50,0.0,50.0,ahn-control-low,Agent_3,2024-12-20 14:59:42
19,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:42
20,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:43
21,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:44
22,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:45
23,B,100,-1550.0,-1450.0,ahn-control-low,Agent_3,2024-12-20 14:59:45
24,C,50,0.0,50.0,ahn-control-low,Agent_3,2024-12-20 14:59:46
25,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:46
26,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:47
27,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:47
28,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:48
29,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:48
30,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:49
31,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:50
32,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:50
33,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:53
34,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:54
35,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:55
36,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:55
37,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:56
38,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:56
39,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 14:59:58
40,B,100,-1700.0,-1600.0,ahn-control-low,Agent_3,2024-12-20 14:59:59
41,D,50,0.0,50.0,ahn-control-low,Agent_3,2024-12-20 14:59:59
42,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:04
43,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:04
44,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:06
45,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:07
46,B,100,-1850.0,-1750.0,ahn-control-low,Agent_3,2024-12-20 15:00:07
47,C,50,0.0,50.0,ahn-control-low,Agent_3,2024-12-20 15:00:09
48,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:10
49,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:10
50,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:11
51,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:13
52,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:14
53,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:17
54,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:18
55,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:21
56,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:22
57,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:26
58,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:27
59,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:28
60,B,100,-2000.0,-1900.0,ahn-control-low,Agent_3,2024-12-20 15:00:28
61,D,50,0.0,50.0,ahn-control-low,Agent_3,2024-12-20 15:00:29
62,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:29
63,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:30
64,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:30
65,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:33
66,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:34
67,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:34
68,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:35
69,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:37
70,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:38
71,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:38
72,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:39
73,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:39
74,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:40
75,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:40
76,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:41
77,B,100,-2000.0,-1900.0,ahn-control-low,Agent_3,2024-12-20 15:00:43
78,C,50,-25.0,25.0,ahn-control-low,Agent_3,2024-12-20 15:00:46
79,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:46
80,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:47
81,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:48
82,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:49
83,B,100,-2000.0,-1900.0,ahn-control-low,Agent_3,2024-12-20 15:00:50
84,D,50,0.0,50.0,ahn-control-low,Agent_3,2024-12-20 15:00:50
85,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:51
86,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:51
87,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:52
88,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:53
89,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:54
90,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:55
91,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:55
92,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:57
93,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:58
94,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:00:58
95,B,100,-2000.0,-1900.0,ahn-control-low,Agent_3,2024-12-20 15:00:59
96,D,50,0.0,50.0,ahn-control-low,Agent_3,2024-12-20 15:01:00
97,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:01:03
98,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:01:04
99,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:01:06
100,B,100,0.0,100.0,ahn-control-low,Agent_3,2024-12-20 15:01:07
1,A,100,-250.0,-150.0,ahn-control-low,Agent_4,2024-12-20 15:01:07
2,B,100,0.0,100.0,ahn-control-low,Agent_4,2024-12-20 15:01:07
3,B,100,0.0,100.0,ahn-control-low,Agent_4,2024-12-20 15:01:08
4,B,100,0.0,100.0,ahn-control-low,Agent_4,2024-12-20 15:01:08
5,B,100,0.0,100.0,ahn-control-low,Agent_4,2024-12-20 15:01:08
6,B,100,-1250.0,-1150.0,ahn-control-low,Agent_4,2024-12-20 15:01:08
7,C,50,-50.0,0.0,ahn-control-low,Agent_4,2024-12-20 15:01:08
8,D,50,0.0,50.0,ahn-control-low,Agent_4,2024-12-20 15:01:09
9,D,50,0.0,50.0,ahn-control-low,Agent_4,2024-12-20 15:01:10
10,D,50,0.0,50.0,ahn-control-low,Agent_4,2024-12-20 15:01:10
11,D,50,0.0,50.0,ahn-control-low,Agent_4,2024-12-20 15:01:11
12,D,50,0.0,50.0,ahn-control-low,Agent_4,2024-12-20 15:01:12
13,D,50,0.0,50.0,ahn-control-low,Agent_4,2024-12-20 15:01:12
14,D,50,0.0,50.0,ahn-control-low,Agent_4,2024-12-20 15:01:15
15,D,50,0.0,50.0,ahn-control-low,Agent_4,2024-12-20 15:01:18
16,D,50,0.0,50.0,ahn-control-low,Agent_4,2024-12-20 15:01:19
17,D,50,0.0,50.0,ahn-control-low,Agent_4,2024-12-20 15:01:20
18,D,50,0.0,50.0,ahn-control-low,Agent_4,2024-12-20 15:01:21
19,D,50,0.0,50.0,ahn-control-low,Agent_4,2024-12-20 15:01:22
20,D,50,-225.0,-175.0,ahn-control-low,Agent_4,2024-12-20 15:01:22
21,A,100,0.0,100.0,ahn-control-low,Agent_4,2024-12-20 15:01:23
22,A,100,0.0,100.0,ahn-control-low,Agent_4,2024-12-20 15:01:23
23,A,100,0.0,100.0,ahn-control-low,Agent_4,2024-12-20 15:01:25
24,A,100,-310.0,-210.0,ahn-control-low,Agent_4,2024-12-20 15:01:25
25,C,50,0.0,50.0,ahn-control-low,Agent_4,2024-12-20 15:01:26
26,C,50,0.0,50.0,ahn-control-low,Agent_4,2024-12-20 15:01:27
27,C,50,0.0,50.0,ahn-control-low,Agent_4,2024-12-20 15:01:27
28,C,50,-40.0,10.0,ahn-control-low,Agent_4,2024-12-20 15:01:28
29,D,50,0.0,50.0,ahn-control-low,Agent_4,2024-12-20 15:01:28
30,D,50,0.0,50.0,ahn-control-low,Agent_4,2024-12-20 15:01:29
31,D,50,0.0,50.0,ahn-control-low,Agent_4,2024-12-20 15:01:30
32,D,50,0.0,50.0,ahn-control-low,Agent_4,2024-12-20 15:01:30
33,D,50,0.0,50.0,ahn-control-low,Agent_4,2024-12-20 15:01:31
34,D,50,0.0,50.0,ahn-control-low,Agent_4,2024-12-20 15:01:31
35,D,50,-175.0,-125.0,ahn-control-low,Agent_4,2024-12-20 15:01:32
36,B,100,0.0,100.0,ahn-control-low,Agent_4,2024-12-20 15:01:32
37,B,100,-1700.0,-1600.0,ahn-control-low,Agent_4,2024-12-20 15:01:33
